,marque,modele,mouvement,matiere_boitier,matiere_bracelet,annee_prod,etat,sexe,prix,reserve_de_marche,diametre,etencheite,matiere_lunette,matiere_verre,boucle,matiere_boucle,Date_recup,Complications,pays
13328,TUDOR,BLACK_BAY,AUTOMATIQUE,ACIER,CUIR,2024,NEUF,FEMME,1985.0,38,32,15.0,ACIER,SAPHIR,PLIS,ACIER,2024-05-22,0,ITALIE
13329,ROLEX,DATEJUST_31,AUTOMATIQUE,OR_JAUNE,INCONNUE,1986,NEUF,FEMME,13250.0,42,31,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-05-22,1,ITALIE
13330,CARTIER,TANK_VERMEIL,MANUEL,ARGENT,CUIR,1990,SATISFAISANT,FEMME,2000.0,44,20,0.0,ARGENT,MINÉRAL,BOUCLE_ARDILLON,ARGENT,2024-05-22,0,DANEMARK
13331,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_JAUNE,INCONNUE,1985,NEUF,FEMME,9850.0,42,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-05-22,1,ITALIE
13332,CARTIER,TANK_VERMEIL,MANUEL,ARGENT,INCONNUE,1989,SATISFAISANT,FEMME,1390.0,44,19,0.0,ARGENT,MINÉRAL,BOUCLE_ARDILLON,ARGENT,2024-05-22,0,ITALIE
13333,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,CUIR_VACHE,1989,NEUF,FEMME,4850.0,40,26,10.0,INDETERMINE,SAPHIR,BOUCLE_ARDILLON,OR_JAUNE,2024-05-22,1,ALLEMAGNE
13334,CARTIER,SANTOS,AUTOMATIQUE,OR_ACIER,OR_ACIER,1990,SATISFAISANT,FEMME,2650.0,42,24,0.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-05-22,0,ITALIE
13335,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,OR_ACIER,1988,NEUF,FEMME,5350.0,40,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-05-22,1,PAYS-BAS
13336,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,OR_ACIER,1997,NEUF,FEMME,4250.0,40,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-05-22,1,ESPAGNE
13337,MAURICE_LACROIX,AIKON,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,FEMME,2600.0,38,35,20.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,2024-05-22,1,FRANCE
13338,CARTIER,TANK_VERMEIL,MANUEL,ARGENT,INCONNUE,1980,NEUF,FEMME,2350.0,44,20,0.0,ARGENT,MINÉRAL,BOUCLE_ARDILLON,ARGENT,2024-05-22,0,PAYS-BAS
13339,ROLEX,DATEJUST_31,AUTOMATIQUE,OR_ACIER,OR_ACIER,2015,NEUF,FEMME,10950.0,42,31,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-05-22,Non_renseignée,BELGIQUE
13340,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_JAUNE,INCONNUE,1976,SATISFAISANT,FEMME,5690.0,42,26,10.0,ACIER,SAPHIR,PLIS,OR_JAUNE,2024-05-22,0,ESPAGNE
13341,CARTIER,TANK,MANUEL,ARGENT,INCONNUE,1980,SATISFAISANT,FEMME,1819.0,40,23,0.0,ARGENT,MINÉRAL,PLIS_COUVERT,ARGENT,2024-05-22,0,FRANCE
13342,ROLEX,OYSTER_PERPETUAL,AUTOMATIQUE,ACIER,ACIER,1997,NEUF,FEMME,3999.0,42,31,5.0,ACIER,SAPHIR,PLIS,ACIER,2024-05-22,0,LITUANIE
13343,ROLEX,DATEJUST_31,AUTOMATIQUE,OR_ACIER,ACIER,1975,NEUF,FEMME,4850.0,48,31,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-05-22,1,ITALIE
13344,TUDOR,ROYAL,AUTOMATIQUE,OR_ACIER,OR_ACIER,2023,SATISFAISANT,FEMME,1375.0,38,28,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-05-22,1,TAÏWAN
13345,BREITLING,CHRONOMAT_36,AUTOMATIQUE,ACIER,ACIER,2024,NEUF,FEMME,4084.0,42,36,10.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,2024-05-22,1,ALLEMAGNE
13346,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,OR_ACIER,2003,NEUF,FEMME,4750.0,48,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-05-22,1,ITALIE
13347,JAEGER_LECOULTRE,REVERSO_CLASSIQUE,MANUEL,ACIER,CUIR_AUTRUCHE,2002,SATISFAISANT,FEMME,3880.0,45,220,3.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,2024-05-22,0,ITALIE
13348,CARTIER,TANK_VERMEIL,MANUEL,ARGENT,CUIR,1980,NEUF,FEMME,2850.0,44,20,0.0,ARGENT,MINÉRAL,BOUCLE_ARDILLON,ARGENT,2024-05-22,0,PAYS-BAS
13349,TUDOR,PRINCE_OYSTERDATE,AUTOMATIQUE,OR_ACIER,ACIER,1992,NEUF,FEMME,1300.0,38,25,2.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-05-22,1,BELGIQUE
13350,ROLEX,YACHT-MASTER_37,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,FEMME,11295.0,55,37,10.0,PLATINE,SAPHIR,PLIS,PLATINE,2024-05-22,1,PAYS-BAS
13351,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,OR_ACIER,1991,NEUF,FEMME,4699.0,40,26,5.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-05-22,1,LITUANIE
13352,CARTIER,TANK_LOUIS,MANUEL,OR_JAUNE,CUIR,1974,NEUF,FEMME,8500.0,38,21,0.0,INDETERMINE,MINÉRAL,PLIS_COUVERT,OR_JAUNE,2024-05-22,1,FRANCE
13353,ROLEX,OYSTER_PERPETUAL,AUTOMATIQUE,ACIER,ACIER,1999,NEUF,FEMME,5130.0,55,31,10.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,2024-05-22,2,FRANCE
13354,SEIKO,PRESAGE,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,FEMME,465.0,50,30,5.0,ACIER,SAPHIR,PLIS,ACIER,2024-05-22,1,ITALIE
13355,ROLEX,DATEJUST_31,AUTOMATIQUE,ACIER,ACIER,2021,NEUF,FEMME,6750.0,48,31,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-05-22,1,BELGIQUE
13357,ROLEX,DATEJUST_31,AUTOMATIQUE,ACIER,ACIER,2010,NEUF,FEMME,5900.0,48,31,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-05-22,1,ITALIE
13358,CARTIER,TANK,MANUEL,OR_JAUNE,CUIR,1970,NEUF,FEMME,12000.0,40,23,0.0,ARGENT,SAPHIR,PLIS,OR_JAUNE,2024-05-22,0,FRANCE
13359,ROLEX,OYSTER_PERPETUAL,AUTOMATIQUE,ACIER,ACIER,1999,NEUF,FEMME,4350.0,42,26,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-05-22,0,ALLEMAGNE
13360,ROLEX,OYSTER_PERPETUAL,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,FEMME,8999.0,55,31,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-05-22,0,ITALIE
13361,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_JAUNE,INCONNUE,1981,NEUF,FEMME,6500.0,48,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-05-22,Non_renseignée,ITALIE
13362,ROLEX,OYSTER_PERPETUAL,AUTOMATIQUE,ACIER,ACIER,1998,NEUF,FEMME,3450.0,42,25,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-05-22,1,FRANCE
13364,BREITLING,SUPEROCEAN_II,AUTOMATIQUE,ACIER,CAOUTCHOUC,2017,SATISFAISANT,FEMME,2400.0,38,36,20.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,2024-05-22,4,FRANCE
13365,LONGINES,CONQUEST,AUTOMATIQUE,ACIER,ACIER,2024,NEUF,FEMME,2471.0,72,34,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-05-22,1,ALLEMAGNE
13366,ROLEX,OYSTER_PERPETUAL,AUTOMATIQUE,ACIER,ACIER,1991,SATISFAISANT,FEMME,3300.0,42,26,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-05-22,1,ESPAGNE
13367,AUDEMARS_PIGUET,ROYAL_OAK,AUTOMATIQUE,ACIER,ACIER,2022,NEUF,FEMME,27125.0,50,34,5.0,ACIER,SAPHIR,PLIS,ACIER,2024-05-22,1,PAYS-BAS
13368,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,OR_ACIER,2012,NEUF,FEMME,9990.0,48,31,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-05-22,1,POLOGNE
13369,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,OR_ACIER,1996,NEUF,FEMME,5590.0,48,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-05-22,1,ESPAGNE
13370,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,OR_ACIER,2004,NEUF,FEMME,6500.0,48,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-05-22,Non_renseignée,ITALIE
13372,PATEK_PHILIPPE,CALATRAVA,MANUEL,OR_JAUNE,INCONNUE,,NEUF,FEMME,7000.0,44,25,3.0,INDETERMINE,SAPHIR,BOUCLE_ARDILLON,OR_ROSE,2024-05-22,0,PORTUGAL
13373,ROLEX,LADY-DATEJUST_PEARLMASTER,AUTOMATIQUE,OR_JAUNE,INCONNUE,1997,NEUF,FEMME,17000.0,48,29,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-05-22,1,BELGIQUE
13374,TUDOR,PRINCE_OYSTERDATE,AUTOMATIQUE,ACIER,ACIER,1980,SATISFAISANT,FEMME,662.0,38,25,1.0,ACIER,INCONNUE,PLIS,ACIER,2024-05-22,1,BULGARIE
13377,ROLEX,PRECISION,MANUEL,OR_JAUNE,OR,1966,NEUF,FEMME,1999.0,36,15,0.0,INDETERMINE,PLASTIQUE,PLIS_COUVERT,OR_BLANC,2024-05-22,0,BELGIQUE
13379,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,OR_ACIER,1981,SATISFAISANT,FEMME,3850.0,42,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-05-22,1,ESPAGNE
13380,ROLEX,DATEJUST_31,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,FEMME,12900.0,55,31,10.0,INDETERMINE,SAPHIR,PLIS,OR_BLANC,2024-05-22,1,FRANCE
13382,ROLEX,LADY-DATEJUST,AUTOMATIQUE,ACIER,ACIER,1978,NEUF,FEMME,3966.0,42,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-05-22,1,GRANDE-BRETAGNE
13383,ZENITH,CAPTAIN_CHRONOGRAPH,AUTOMATIQUE,ACIER,ACIER,1980,SATISFAISANT,FEMME,500.0,50,24,5.0,ACIER,SAPHIR,PLIS,ACIER,2024-05-22,1,ITALIE
13384,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,OR_ACIER,1991,NEUF,FEMME,4750.0,40,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-05-22,1,ALLEMAGNE
13386,OMEGA,SEAMASTER,AUTOMATIQUE,ACIER,CUIR,,SATISFAISANT,FEMME,375.0,42,39,0.0,ACIER,INCONNUE,PLIS,ACIER,2024-05-22,0,FRANCE
13388,ROLEX,OYSTER_PERPETUAL,AUTOMATIQUE,ACIER,ACIER,2021,NEUF,FEMME,7200.0,55,31,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-05-22,0,FRANCE
13389,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,OR_ACIER,1984,NEUF,FEMME,3471.0,40,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-05-22,1,ESPAGNE
13390,ROLEX,OYSTER_PERPETUAL,AUTOMATIQUE,ACIER,ACIER,1969,SATISFAISANT,FEMME,2318.0,42,26,10.0,INDETERMINE,INCONNUE,PLIS,OR_BLANC,2024-05-22,1,FRANCE
13391,TUDOR,BLACK_BAY,AUTOMATIQUE,ACIER,ACIER,2020,NEUF,HOMME,2450.0,38,32,15.0,ACIER,SAPHIR,PLIS,ACIER,2024-05-22,1,PAYS-BAS
13392,ROLEX,OYSTER_PERPETUAL,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,FEMME,6800.0,55,31,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-05-22,0,PAYS-BAS
13393,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,OR_ACIER,1990,NEUF,FEMME,5671.0,40,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-05-22,1,PAYS-BAS
13394,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_JAUNE,INCONNUE,1977,NEUF,FEMME,4600.0,42,26,10.0,INDETERMINE,SAPHIR,BOUCLE_ARDILLON,OR_JAUNE,2024-05-22,1,ITALIE
13395,BREITLING,GALACTIC_36,AUTOMATIQUE,ACIER,INCONNUE,2010,NEUF,FEMME,2650.0,42,36,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-05-22,0,PAYS-BAS
13396,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,OR_ACIER,1991,NEUF,FEMME,4699.0,40,26,5.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-05-22,1,LITUANIE
13397,JAEGER_LECOULTRE,REVERSO_CLASSIQUE,MANUEL,ACIER,CUIR,,NEUF,FEMME,3999.0,45,23,3.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,2024-05-22,2,PAYS-BAS
13399,ROLEX,OYSTER_PERPETUAL,AUTOMATIQUE,OR_ACIER,CUIR,1980,NEUF,FEMME,2600.0,42,24,0.0,INDETERMINE,INCONNUE,BOUCLE_ARDILLON,OR_JAUNE,2024-05-22,1,FRANCE
13400,CARTIER,TANK_LOUIS,MANUEL,OR_ROSE,INCONNUE,2022,NEUF,FEMME,12300.0,38,34,3.0,INDETERMINE,MINÉRAL,BOUCLE_ARDILLON,OR_ROSE,2024-05-22,0,ALLEMAGNE
13401,ROLEX,DATEJUST_31,AUTOMATIQUE,ACIER,ACIER,2022,NEUF,FEMME,8900.0,55,31,10.0,INDETERMINE,SAPHIR,PLIS,OR_BLANC,2024-05-22,1,ITALIE
13403,ROLEX,OYSTER_PERPETUAL,AUTOMATIQUE,ACIER,ACIER,2024,NEUF,FEMME,9490.0,55,31,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-05-22,0,ITALIE
13405,AUDEMARS_PIGUET,ROYAL_OAK,AUTOMATIQUE,ACIER,CUIR_VACHE,2006,NEUF,FEMME,16500.0,60,33,5.0,ACIER,SAPHIR,PLIS,ACIER,2024-05-22,0,BELGIQUE
13406,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,OR_ACIER,1990,NEUF,FEMME,4000.0,40,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-05-22,1,ITALIE
13407,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_JAUNE,OR_ACIER,,SATISFAISANT,FEMME,4290.0,42,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-05-22,1,ALLEMAGNE
13408,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,OR_ACIER,1997,NEUF,FEMME,5100.0,40,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-05-22,1,ITALIE
13409,CARTIER,PASHA,AUTOMATIQUE,ACIER,CUIR,2020,NEUF,FEMME,4200.0,42,35,10.0,ACIER,SAPHIR,PLIS_COUVERT,ACIER,2024-05-22,5,FRANCE
13410,ROLEX,DATEJUST_31,AUTOMATIQUE,OR_ACIER,OR_ACIER,1986,NEUF,FEMME,7495.0,42,31,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-05-22,1,PAYS-BAS
13412,ROLEX,OYSTER_PERPETUAL,AUTOMATIQUE,ACIER,ACIER,2002,NEUF,FEMME,5440.0,55,31,10.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,2024-05-22,2,FRANCE
13413,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,OR_ACIER,,SATISFAISANT,FEMME,3600.0,40,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-05-22,1,ITALIE
13414,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_JAUNE,INCONNUE,1982,SATISFAISANT,FEMME,4999.0,42,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-05-22,1,ITALIE
13416,JAEGER_LECOULTRE,REVERSO_CLASSIC,MANUEL,ACIER,INCONNUE,,NEUF,FEMME,8727.0,38,35,3.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,2024-05-22,1,BELGIQUE
13417,ROLEX,OYSTER_PERPETUAL,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,FEMME,6790.0,55,31,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-05-22,0,ITALIE
13418,CARTIER,TANK,MANUEL,OR_JAUNE,CUIR,1973,NEUF,FEMME,16500.0,40,20,0.0,INDETERMINE,MINÉRAL,PLIS_COUVERT,OR_JAUNE,2024-05-22,1,FRANCE
13420,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_JAUNE,INCONNUE,1994,NEUF,FEMME,7500.0,42,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-05-22,1,ITALIE
13421,ROLEX,OYSTER_PERPETUAL,AUTOMATIQUE,ACIER,ACIER,2022,NEUF,FEMME,8800.0,55,31,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-05-22,0,ESPAGNE
13422,ROLEX,LADY-DATEJUST,AUTOMATIQUE,ACIER,OR_ACIER,2020,SATISFAISANT,FEMME,8225.0,55,28,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-05-22,1,SUÈDE
13426,ROLEX,LADY-DATEJUST,AUTOMATIQUE,ACIER,ACIER,2000,NEUF,FEMME,5800.0,48,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_BLANC,2024-05-22,1,ALLEMAGNE
13427,ETERNA,MATIC,AUTOMATIQUE,OR_ACIER,CUIR,1984,SATISFAISANT,FEMME,175.0,48,28,3.0,OR_ACIER,INCONNUE,BOUCLE_ARDILLON,OR_ACIER,2024-05-22,1,HONGRIE
13428,ROLEX,DATEJUST_31,AUTOMATIQUE,ACIER,ACIER,1995,NEUF,FEMME,4790.0,42,31,10.0,INDETERMINE,SAPHIR,PLIS,OR_BLANC,2024-05-22,1,POLOGNE
13429,ROLEX,DATEJUST_31,AUTOMATIQUE,OR_ACIER,INCONNUE,1984,NEUF,FEMME,4550.0,42,31,10.0,INDETERMINE,SAPHIR,BOUCLE_ARDILLON,OR_JAUNE,2024-05-22,1,ALLEMAGNE
13430,ROLEX,OYSTER_PERPETUAL,AUTOMATIQUE,ACIER,ACIER,1969,NEUF,FEMME,2750.0,42,25,3.0,ACIER,INCONNUE,PLIS,ACIER,2024-05-22,1,PAYS-BAS
13431,ROLEX,DATEJUST_31,AUTOMATIQUE,ACIER,ACIER,2021,NEUF,FEMME,9900.0,55,31,10.0,INDETERMINE,SAPHIR,PLIS,OR_BLANC,2024-05-22,1,FRANCE
13433,ROLEX,DATEJUST_31,AUTOMATIQUE,ACIER,OR_ACIER,1984,NEUF,FEMME,5550.0,42,31,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-05-22,1,ITALIE
13435,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_JAUNE,INCONNUE,1978,SATISFAISANT,FEMME,6480.0,42,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-05-22,1,ITALIE
13436,OMEGA,DE_VILLE,MANUEL,ACIER,CUIR,1970,SATISFAISANT,FEMME,189.0,36,27,0.0,ACIER,PLASTIQUE,BOUCLE_ARDILLON,ACIER,2024-05-22,0,VIETNAM
13437,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_JAUNE,CUIR,1978,NEUF,FEMME,3899.0,48,26,10.0,INDETERMINE,SAPHIR,BOUCLE_ARDILLON,OR_JAUNE,2024-05-22,1,ALLEMAGNE
13438,ROLEX,LADY-DATEJUST,AUTOMATIQUE,ACIER,ACIER,2004,NEUF,FEMME,5950.0,48,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_BLANC,2024-05-22,1,ALLEMAGNE
13439,ROLEX,DATEJUST_31,AUTOMATIQUE,OR_JAUNE,INCONNUE,1977,NEUF,FEMME,8450.0,42,31,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-05-22,1,ITALIE
13440,ROLEX,LADY-DATEJUST,AUTOMATIQUE,ACIER,ACIER,1996,NEUF,FEMME,4500.0,42,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_BLANC,2024-05-22,1,ITALIE
13441,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_JAUNE,OR_ACIER,2001,NEUF,FEMME,15350.0,55,28,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-05-22,0,PAYS-BAS
13442,CHOPARD,HAPPY_SPORT,AUTOMATIQUE,OR_ROSE,INCONNUE,2017,NEUF,FEMME,18980.0,42,36,3.0,INDETERMINE,SAPHIR,PLIS,OR_ROSE,2024-05-22,1,BELGIQUE
13444,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,OR_ACIER,1989,NEUF,FEMME,5250.0,40,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-05-22,1,PAYS-BAS
13446,ROLEX,LADY-DATEJUST,AUTOMATIQUE,ACIER,OR_ACIER,1990,NEUF,FEMME,4390.0,40,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-05-22,1,POLOGNE
13447,ROLEX,OYSTER_PERPETUAL,AUTOMATIQUE,OR_ACIER,ACIER,1969,SATISFAISANT,FEMME,2800.0,42,26,10.0,INDETERMINE,INCONNUE,PLIS,OR_JAUNE,2024-05-22,1,ITALIE
13448,OMEGA,DE_VILLE,MANUEL,OR_JAUNE,INCONNUE,1970,NEUF,FEMME,4900.0,30,24,0.0,INDETERMINE,MINÉRAL,FERMOIR_BIJOUX,OR_JAUNE,2024-05-22,1,ITALIE
13452,ROLEX,OYSTER_PERPETUAL,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,FEMME,9300.0,55,31,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-05-22,0,ITALIE
13455,ROLEX,OYSTER_PERPETUAL,AUTOMATIQUE,ACIER,ACIER,2021,NEUF,FEMME,6800.0,55,31,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-05-22,0,ITALIE
13456,ROLEX,LADY-DATEJUST,AUTOMATIQUE,ACIER,ACIER,,NEUF,FEMME,2360.0,42,26,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-05-22,1,PAYS-BAS
13457,TISSOT,SEASTAR,AUTOMATIQUE,ACIER,CUIR,1973,SATISFAISANT,FEMME,400.0,35,23,3.0,ACIER,INCONNUE,BOUCLE_ARDILLON,ACIER,2024-05-22,Non_renseignée,FRANCE
13458,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_JAUNE,INCONNUE,1973,SATISFAISANT,FEMME,5250.0,42,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-05-22,1,ESPAGNE
13459,ROLEX,OYSTER_PERPETUAL,AUTOMATIQUE,OR_ACIER,OR_ACIER,1983,NEUF,FEMME,3220.0,42,26,3.0,INDETERMINE,INCONNUE,PLIS_COUVERT,OR_JAUNE,2024-05-22,1,ITALIE
13460,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,OR_ACIER,2024,NEUF,FEMME,19278.0,48,31,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-05-22,1,FRANCE
13461,ROLEX,LADY-DATEJUST,AUTOMATIQUE,ACIER,OR_ACIER,1997,NEUF,FEMME,5299.0,42,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-05-22,1,ALLEMAGNE
13462,CARTIER,TANK_LOUIS,MANUEL,OR_JAUNE,CUIR,1980,NEUF,FEMME,6000.0,38,21,0.0,INDETERMINE,MINÉRAL,PLIS,OR_JAUNE,2024-05-22,0,ITALIE
13463,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,OR_ACIER,1978,NEUF,FEMME,3750.0,40,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-05-22,1,PAYS-BAS
13464,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_JAUNE,INCONNUE,1980,NEUF,FEMME,7499.0,42,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-05-22,1,ITALIE
13466,ORIS,ARTELIER_DATE,AUTOMATIQUE,ACIER,CUIR,2016,NEUF,FEMME,999.0,38,31,5.0,ACIER,SAPHIR,PLIS,ACIER,2024-05-22,1,ALLEMAGNE
13467,CARTIER,TANK,MANUEL,ARGENT,INCONNUE,1972,SATISFAISANT,FEMME,1750.0,40,21,0.0,ARGENT,MINÉRAL,BOUCLE_ARDILLON,ACIER,2024-05-22,0,PAYS-BAS
13468,ROLEX,LADY-DATEJUST,AUTOMATIQUE,ACIER,OR_ACIER,1990,NEUF,FEMME,7936.0,40,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-05-22,1,GRANDE-BRETAGNE
13469,ROLEX,DATEJUST_31,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,FEMME,10800.0,55,31,10.0,INDETERMINE,SAPHIR,PLIS,OR_BLANC,2024-05-22,1,FRANCE
13470,CARTIER,TANK_LOUIS,MANUEL,OR_JAUNE,CUIR,1969,NEUF,FEMME,10500.0,38,18,0.0,INDETERMINE,MINÉRAL,PLIS,OR_JAUNE,2024-05-22,0,ESPAGNE
13471,ROLEX,OYSTER_PERPETUAL,AUTOMATIQUE,ACIER,ACIER,2019,NEUF,FEMME,3500.0,48,26,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-05-22,0,FRANCE
13472,ROLEX,LADY-DATEJUST_PEARLMASTER,AUTOMATIQUE,OR_BLANC,INCONNUE,2001,NEUF,FEMME,18500.0,48,34,10.0,INDETERMINE,SAPHIR,PLIS,OR_BLANC,2024-05-22,1,FRANCE
13473,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_JAUNE,INCONNUE,1976,NEUF,FEMME,7890.0,42,26,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-05-22,1,GRÈCE
13474,TISSOT,CHEMIN_DE,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,FEMME,445.0,80,32,5.0,ACIER,SAPHIR,FERMOIR_BIJOUX,ACIER,2024-05-22,5,ITALIE
13475,ROLEX,LADY-DATEJUST,AUTOMATIQUE,ACIER,ACIER,1998,NEUF,FEMME,4199.0,42,26,5.0,INDETERMINE,SAPHIR,PLIS,OR_BLANC,2024-05-22,1,LITUANIE
