,marque,modele,mouvement,matiere_boitier,matiere_bracelet,annee_prod,etat,sexe,prix,reserve_de_marche,diametre,etencheite,matiere_lunette,matiere_verre,boucle,matiere_boucle,Date_recup,Complications,pays
972,SWATCH,SCUBA_FIFTY,AUTOMATIQUE,PLASTIQUE,TEXTILE,2023,NEUF,HOMME/UNISEXE,400.0,90,42,9.0,CÉRAMIQUE,MINÉRAL,BOUCLE_ARDILLON,CÉRAMIQUE,2024-04-17,0,FRANCE
973,ROLEX,DATEJUST_36,AUTOMATIQUE,ACIER,ACIER,1979,SATISFAISANT,HOMME/UNISEXE,5750.0,42,36,10.0,INDETERMINE,SAPHIR,PLIS,OR_BLANC,2024-04-17,1,BELGIQUE
974,OMEGA,SEAMASTER_DIVER,AUTOMATIQUE,ACIER,ACIER,2006,SATISFAISANT,HOMME/UNISEXE,2400.0,48,36,30.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-17,1,FRANCE
975,OMEGA,SEAMASTER,MANUEL,ACIER,CUIR,1968,SATISFAISANT,HOMME/UNISEXE,590.0,36,34,0.0,ACIER,INCONNUE,BOUCLE_ARDILLON,ACIER,2024-04-17,0,FRANCE
976,TUDOR,BLACK_BAY,AUTOMATIQUE,ACIER,ACIER,2022,NEUF,HOMME/UNISEXE,3994.0,70,41,20.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-17,0,FRANCE
979,ROLEX,DATEJUST_36,AUTOMATIQUE,ACIER,ACIER,2013,NEUF,HOMME/UNISEXE,6950.0,48,36,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-17,1,FRANCE
980,ROLEX,GMT-MASTER_II,AUTOMATIQUE,ACIER,ACIER,2002,NEUF,HOMME/UNISEXE,14900.0,48,40,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-17,2,FRANCE
981,OMEGA,GENÈVE,AUTOMATIQUE,OR_ACIER,CUIR,1960,SATISFAISANT,HOMME/UNISEXE,700.0,50,33,0.0,INDETERMINE,INCONNUE,BOUCLE_ARDILLON,OR_JAUNE,2024-04-17,0,FRANCE
983,ZENITH,DEFY_EL,AUTOMATIQUE,TITANE,CAOUTCHOUC,2022,NEUF,HOMME/UNISEXE,11500.0,50,44,10.0,TITANE,SAPHIR,PLIS,TITANE,2024-04-17,1,FRANCE
984,PANERAI,LUMINOR_MARINA,MANUEL,TITANE,CUIR,2000,SATISFAISANT,HOMME/UNISEXE,5300.0,56,44,30.0,TITANE,SAPHIR,BOUCLE_ARDILLON,TITANE,2024-04-17,0,FRANCE
985,OMEGA,SPEEDMASTER_RACING,AUTOMATIQUE,ACIER,ACIER,,SATISFAISANT,HOMME/UNISEXE,2590.0,52,40,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-17,3,FRANCE
987,ROLEX,DATEJUST_36,AUTOMATIQUE,ACIER,ACIER,1984,NEUF,HOMME/UNISEXE,7500.0,42,36,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-17,1,FRANCE
988,ROLEX,DATEJUST_36,AUTOMATIQUE,ACIER,ACIER,2021,NEUF,HOMME/UNISEXE,8900.0,70,36,10.0,INDETERMINE,SAPHIR,PLIS,OR_BLANC,2024-04-17,1,BELGIQUE
989,OMEGA,SEAMASTER_DIVER,AUTOMATIQUE,ACIER,ACIER,2022,NEUF,HOMME/UNISEXE,5400.0,55,42,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-17,1,FRANCE
990,ROLEX,DATEJUST_36,AUTOMATIQUE,OR_JAUNE,INCONNUE,1966,NEUF,HOMME/UNISEXE,7200.0,40,36,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-04-17,1,FRANCE
991,CARTIER,TANK_AMÉRICAINE,AUTOMATIQUE,OR_JAUNE,INCONNUE,,SATISFAISANT,HOMME/UNISEXE,6250.0,38,41,3.0,INDETERMINE,MINÉRAL,BOUCLE_ARDILLON,OR_JAUNE,2024-04-17,1,ALLEMAGNE
992,ROLEX,DAYTONA,AUTOMATIQUE,OR_ROSE,CAOUTCHOUC,2022,NEUF,HOMME/UNISEXE,40900.0,72,40,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-17,1,FRANCE
994,GIRARD_PERREGAUX,1966,AUTOMATIQUE,ACIER,INCONNUE,2017,NEUF,HOMME/UNISEXE,3700.0,42,40,3.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,2024-04-17,2,FRANCE
995,JAEGER_LECOULTRE,MASTER_ULTRA,AUTOMATIQUE,ACIER,INCONNUE,2018,NEUF,HOMME/UNISEXE,8700.0,<class 'list'>,39,5.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,2024-04-17,1,FRANCE
996,TUDOR,PRINCE_DATE,AUTOMATIQUE,OR_ACIER,OR_ACIER,2000,NEUF,HOMME/UNISEXE,3100.0,38,36,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-04-17,2,FRANCE
997,SINN,556,AUTOMATIQUE,ACIER,INCONNUE,2022,NEUF,HOMME/UNISEXE,1700.0,38,38,20.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,2024-04-17,2,FRANCE
999,OMEGA,SPEEDMASTER_PROFESSIONAL,MANUEL,ACIER,ACIER,2019,NEUF,HOMME/UNISEXE,6500.0,48,42,5.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-17,1,FRANCE
1000,HUBLOT,CLASSIC_FUSION,AUTOMATIQUE,CÉRAMIQUE,CAOUTCHOUC,2021,NEUF,HOMME/UNISEXE,8500.0,42,42,5.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-17,2,FRANCE
1001,TUDOR,PELAGOS,AUTOMATIQUE,TITANE,TITANE,2023,NEUF,HOMME/UNISEXE,3900.0,70,39,20.0,TITANE,SAPHIR,PLIS,TITANE,2024-04-17,0,FRANCE
1003,SEIKO,PRESAGE,AUTOMATIQUE,ACIER,CUIR,,NEUF,HOMME/UNISEXE,337.0,50,42,5.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-17,1,FRANCE
1004,OMEGA,SPEEDMASTER_PROFESSIONAL,MANUEL,ACIER,ACIER,2020,NEUF,HOMME/UNISEXE,5950.0,48,42,5.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-17,2,BELGIQUE
1005,ROLEX,GMT-MASTER,AUTOMATIQUE,ACIER,ACIER,1980,SATISFAISANT,HOMME/UNISEXE,13200.0,48,40,10.0,ACIER,INCONNUE,PLIS,ACIER,2024-04-17,2,FRANCE
1007,TUDOR,PELAGOS,AUTOMATIQUE,TITANE,TITANE,2018,NEUF,HOMME/UNISEXE,3950.0,70,42,50.0,TITANE,SAPHIR,PLIS,TITANE,2024-04-17,1,FRANCE
1008,ROLEX,SEA-DWELLER,AUTOMATIQUE,ACIER,ACIER,2018,SATISFAISANT,HOMME/UNISEXE,12100.0,70,43,0.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-17,1,BELGIQUE
1009,SWATCH,MOONSWATCH,QUARTZ,CÉRAMIQUE,TEXTILE,2023,NEUF,HOMME/UNISEXE,400.0,0,42,3.0,CÉRAMIQUE,INCONNUE,PLIS,CÉRAMIQUE,2024-04-17,1,FRANCE
1010,ORIS,AQUIS_DATE,AUTOMATIQUE,ACIER,CAOUTCHOUC,2019,NEUF,HOMME/UNISEXE,1900.0,38,44,30.0,CÉRAMIQUE,SAPHIR,PLIS,ACIER,2024-04-17,1,FRANCE
1011,ROLEX,GMT-MASTER_II,AUTOMATIQUE,ACIER,ACIER,2018,NEUF,HOMME/UNISEXE,16200.0,48,40,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-17,2,FRANCE
1013,SEIKO,PROSPEX,AUTOMATIQUE,ACIER,ACIER,2022,NEUF,HOMME/UNISEXE,1150.0,70,41,20.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-17,1,FRANCE
1015,OMEGA,SEAMASTER_PLANET,AUTOMATIQUE,ACIER,ACIER,2013,NEUF,HOMME/UNISEXE,7000.0,60,42,60.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-17,1,FRANCE
1016,CARTIER,RONDE_CROISIÈRE,AUTOMATIQUE,ACIER,ACIER,2022,NEUF,HOMME/UNISEXE,3699.0,42,40,3.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-17,1,FRANCE
1017,ROLEX,OYSTERDATE_PRECISION,MANUEL,ACIER,ACIER,1962,NEUF,HOMME/UNISEXE,2750.0,40,34,10.0,ACIER,INCONNUE,PLIS,ACIER,2024-04-17,1,FRANCE
1019,SEIKO,5,AUTOMATIQUE,ACIER,CUIR,1997,NEUF,HOMME/UNISEXE,130.0,40,36,3.0,ACIER,MINÉRAL,PLIS,ACIER,2024-04-17,2,FRANCE
1020,JAEGER_LECOULTRE,REVERSO,AUTOMATIQUE,ACIER,ACIER,2000,NEUF,HOMME/UNISEXE,6100.0,38,27,0.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,2024-04-17,1,ALLEMAGNE
1021,ROLEX,AIR_KING,AUTOMATIQUE,ACIER,ACIER,1995,NEUF,HOMME/UNISEXE,5200.0,42,34,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-17,Non_renseignée,FRANCE
1024,SEIKO,5_SPORTS,AUTOMATIQUE,ACIER,CUIR,2023,NEUF,HOMME/UNISEXE,780.0,41,43,10.0,ACIER,MINÉRAL,BOUCLE_ARDILLON,ACIER,2024-04-17,1,FRANCE
1025,ROLEX,SUBMARINER_DATE,AUTOMATIQUE,ACIER,ACIER,2017,NEUF,HOMME/UNISEXE,17500.0,48,40,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-17,1,FRANCE
1026,BREITLING,NAVITIMER,AUTOMATIQUE,ACIER,CUIR,2010,NEUF,HOMME/UNISEXE,3750.0,42,42,3.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,2024-04-17,2,FRANCE
1027,ROLEX,DATEJUST_41,AUTOMATIQUE,OR_BLANC,ACIER,2020,NEUF,HOMME/UNISEXE,10000.0,70,41,10.0,INDETERMINE,SAPHIR,PLIS,OR_BLANC,2024-04-17,1,FRANCE
1028,BULGARI,OCTO,AUTOMATIQUE,ACIER,INCONNUE,2022,NEUF,HOMME/UNISEXE,3850.0,42,38,10.0,TITANE,SAPHIR,PLIS,ACIER,2024-04-17,2,FRANCE
1029,ROLEX,SUBMARINER_DATE,AUTOMATIQUE,OR_ACIER,OR_ACIER,1987,NEUF,HOMME/UNISEXE,9500.0,42,40,30.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-04-17,1,FRANCE
1030,ROLEX,DAYTONA,AUTOMATIQUE,ACIER,ACIER,2000,NEUF,HOMME/UNISEXE,23350.0,40,40,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-17,1,FRANCE
1031,ROLEX,DATEJUST_36,AUTOMATIQUE,OR_ACIER,OR_ACIER,1993,NEUF,HOMME/UNISEXE,7950.0,42,36,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-04-17,1,FRANCE
1035,VACHERON_CONSTANTIN,HISTORIQUES,AUTOMATIQUE,OR_JAUNE,INCONNUE,1976,NEUF,HOMME/UNISEXE,5800.0,40,38,5.0,INDETERMINE,SAPHIR,BOUCLE_ARDILLON,OR_JAUNE,2024-04-17,1,BELGIQUE
1036,NOMOS,CLUB_NEOMATIK,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,HOMME/UNISEXE,3513.0,43,39,20.0,ACIER,SAPHIR,PLIS_COUVERT,ACIER,2024-04-17,1,JAPON
1038,ROLEX,SUBMARINER_DATE,AUTOMATIQUE,OR_ACIER,OR_ACIER,1998,NEUF,HOMME/UNISEXE,13370.0,48,40,10.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,2024-04-17,1,FRANCE
1040,TAG_HEUER,AQUARACER,QUARTZ,ACIER,ACIER,2020,NEUF,HOMME/UNISEXE,1190.0,0,43,30.0,ALUMINIUM,SAPHIR,PLIS,ALUMINIUM,2024-04-17,1,FRANCE
1041,SEIKO,SCUBA,AUTOMATIQUE,ACIER,ACIER,2015,NEUF,HOMME/UNISEXE,320.0,41,42,20.0,ACIER,MINÉRAL,PLIS,ACIER,2024-04-17,0,FRANCE
1042,AUDEMARS_PIGUET,ROYAL_OAK,AUTOMATIQUE,OR_ROSE,INCONNUE,2022,NEUF,HOMME/UNISEXE,78000.0,40,38,5.0,INDETERMINE,SAPHIR,PLIS,OR_ROSE,2024-04-17,2,FRANCE
1043,CARTIER,SANTOS_100,AUTOMATIQUE,OR_ACIER,CUIR,2010,NEUF,HOMME/UNISEXE,4500.0,42,38,10.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,2024-04-17,0,FRANCE
1044,TUDOR,BLACK_BAY,AUTOMATIQUE,BRONZE,TEXTILE,2019,NEUF,HOMME/UNISEXE,2750.0,70,43,20.0,BRONZE,SAPHIR,BOUCLE_ARDILLON,BRONZE,2024-04-17,0,FRANCE
1045,ROLEX,YACHT-MASTER_40,AUTOMATIQUE,ACIER,ACIER,2008,NEUF,HOMME/UNISEXE,12256.0,48,40,10.0,PLATINE,SAPHIR,PLIS,PLATINE,2024-04-17,1,ÉTATS-UNIS
1048,SEIKO,5,AUTOMATIQUE,ACIER,ACIER,2018,NEUF,HOMME/UNISEXE,150.0,40,37,3.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-17,0,BELGIQUE
1049,BREITLING,CHRONOMAT_42,AUTOMATIQUE,ACIER,ACIER,2022,NEUF,HOMME/UNISEXE,5150.0,70,42,20.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-17,2,FRANCE
1050,ROLEX,EXPLORER,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,HOMME/UNISEXE,8800.0,70,40,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-17,0,FRANCE
1051,SWATCH,SCUBA_FIFTY,AUTOMATIQUE,CÉRAMIQUE,TEXTILE,2023,NEUF,HOMME/UNISEXE,410.0,90,42,9.0,CÉRAMIQUE,MINÉRAL,BOUCLE_ARDILLON,CÉRAMIQUE,2024-04-17,0,FRANCE
1052,JAEGER_LECOULTRE,POLARIS,AUTOMATIQUE,ACIER,CAOUTCHOUC,2021,NEUF,HOMME/UNISEXE,6699.0,38,42,20.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-17,0,BELGIQUE
1053,ROLEX,DATEJUST_36,AUTOMATIQUE,ACIER,ACIER,2024,NEUF,HOMME/UNISEXE,12790.0,70,36,10.0,INDETERMINE,SAPHIR,PLIS,OR_BLANC,2024-04-17,1,FRANCE
1054,TAG_HEUER,AQUARACER,AUTOMATIQUE,ACIER,ACIER,2022,SATISFAISANT,HOMME/UNISEXE,1580.0,38,40,20.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-17,0,FRANCE
1056,ROLEX,EXPLORER,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,HOMME/UNISEXE,8550.0,70,40,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-17,0,FRANCE
1057,LONGINES,HYDROCONQUEST,AUTOMATIQUE,ACIER,ACIER,2022,NEUF,HOMME/UNISEXE,1450.0,64,41,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-17,1,FRANCE
1058,SINN,103,AUTOMATIQUE,ACIER,CUIR,2023,NEUF,HOMME/UNISEXE,1950.0,48,41,20.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,2024-04-17,3,FRANCE
1059,TUDOR,BLACK_BAY,AUTOMATIQUE,ACIER,ACIER,2020,NEUF,HOMME/UNISEXE,3200.0,70,41,20.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-17,0,FRANCE
1060,SEIKO,PROSPEX,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,HOMME/UNISEXE,1590.0,72,42,20.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-17,3,FRANCE
1061,SWATCH,MOONSWATCH,QUARTZ,CÉRAMIQUE,TEXTILE,2022,NEUF,HOMME/UNISEXE,330.0,0,42,3.0,CÉRAMIQUE,INCONNUE,PLIS,CÉRAMIQUE,2024-04-17,0,FRANCE
1062,TAG_HEUER,AQUARACER_300M,AUTOMATIQUE,ACIER,ACIER,,SATISFAISANT,HOMME/UNISEXE,1700.0,42,43,30.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-17,2,FRANCE
1063,SEIKO,MARINEMASTER,AUTOMATIQUE,ACIER,CAOUTCHOUC,2012,SATISFAISANT,HOMME/UNISEXE,2950.0,50,44,30.0,ACIER,MINÉRAL,BOUCLE_ARDILLON,ACIER,2024-04-17,1,FRANCE
1064,TISSOT,PRX_POWERMATIC,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,HOMME/UNISEXE,599.0,80,35,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-17,3,FRANCE
1065,GLASHÜTTE_ORIGINAL,PANOMATICLUNAR,AUTOMATIQUE,ACIER,INCONNUE,2011,NEUF,HOMME/UNISEXE,7750.0,42,40,5.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-17,2,FRANCE
1066,SEIKO,PROSPEX,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,HOMME/UNISEXE,1590.0,72,42,20.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-17,2,FRANCE
1068,ROLEX,DATEJUST_36,AUTOMATIQUE,ACIER,ACIER,1978,NEUF,HOMME/UNISEXE,4299.0,42,36,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-17,1,FRANCE
1069,LONGINES,HERITAGE,AUTOMATIQUE,ACIER,SILICONE,2019,NEUF,HOMME/UNISEXE,1021.0,42,40,3.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-17,1,FRANCE
1070,ROLEX,AIR_KING,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,HOMME/UNISEXE,9900.0,70,40,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-17,0,FRANCE
1071,SWATCH,MOONSWATCH,QUARTZ,CÉRAMIQUE,TEXTILE,2024,NEUF,HOMME/UNISEXE,295.0,0,42,3.0,CÉRAMIQUE,INCONNUE,PLIS,CÉRAMIQUE,2024-04-17,0,FRANCE
1073,TAG_HEUER,MONACO_CALIBRE,AUTOMATIQUE,ACIER,ACIER,2020,NEUF,HOMME/UNISEXE,5790.0,40,39,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-17,2,BELGIQUE
1074,SEIKO,PROSPEX,AUTOMATIQUE,ACIER,ACIER,2020,NEUF,HOMME/UNISEXE,380.0,41,44,20.0,ACIER,MINÉRAL,PLIS,ACIER,2024-04-17,1,FRANCE
1075,ROLEX,SUBMARINER_DATE,AUTOMATIQUE,ACIER,ACIER,1999,NEUF,HOMME/UNISEXE,8390.0,48,40,30.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-17,1,BELGIQUE
1076,TUDOR,PELAGOS,AUTOMATIQUE,TITANE,TITANE,2024,NEUF,HOMME/UNISEXE,4099.0,70,42,50.0,TITANE,SAPHIR,PLIS,TITANE,2024-04-17,1,BELGIQUE
1080,ROLEX,DAYTONA,AUTOMATIQUE,ACIER,ACIER,2011,SATISFAISANT,HOMME/UNISEXE,21500.0,72,40,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-17,1,FRANCE
1081,IWC,PORTUGUESE_CHRONOGRAPH,AUTOMATIQUE,ACIER,CUIR,,NEUF,HOMME/UNISEXE,5753.0,44,41,3.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,2024-04-17,1,ÉTATS-UNIS
1082,ROLEX,DATEJUST_36,AUTOMATIQUE,ACIER,CUIR,1977,SATISFAISANT,HOMME/UNISEXE,3499.0,40,36,10.0,INDETERMINE,SAPHIR,BOUCLE_ARDILLON,OR_BLANC,2024-04-17,1,FRANCE
1085,AUDEMARS_PIGUET,ROYAL_OAK,AUTOMATIQUE,ACIER,ACIER,2015,NEUF,HOMME/UNISEXE,59000.0,40,39,5.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,2024-04-17,1,FRANCE
1086,ROLEX,DATEJUST_II,AUTOMATIQUE,ACIER,ACIER,2016,NEUF,HOMME/UNISEXE,10500.0,48,41,10.0,INDETERMINE,SAPHIR,PLIS,OR_BLANC,2024-04-17,1,FRANCE
1088,SINN,856_/,AUTOMATIQUE,ACIER,CUIR,2020,NEUF,HOMME/UNISEXE,2300.0,42,43,2.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,2024-04-17,2,FRANCE
1089,ROLEX,SEA-DWELLER_DEEPSEA,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,HOMME/UNISEXE,15350.0,70,44,0.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-17,1,FRANCE
1091,CARTIER,TANK,MANUEL,OR_JAUNE,CUIR,1973,NEUF,HOMME/UNISEXE,18000.0,0,23,0.0,INDETERMINE,MINÉRAL,PLIS_COUVERT,OR_JAUNE,2024-04-17,1,FRANCE
1092,TUDOR,SUBMARINER,AUTOMATIQUE,ACIER,ACIER,1990,NEUF,HOMME/UNISEXE,7800.0,38,40,20.0,ACIER,INCONNUE,PLIS,ACIER,2024-04-17,1,FRANCE
1093,OMEGA,SEAMASTER_300,AUTOMATIQUE,ACIER,ACIER,2015,SATISFAISANT,HOMME/UNISEXE,8490.0,60,41,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-17,1,FRANCE
1094,ROLEX,DATEJUST_41,AUTOMATIQUE,ACIER,ACIER,2019,NEUF,HOMME/UNISEXE,13000.0,70,41,10.0,INDETERMINE,SAPHIR,PLIS,OR_BLANC,2024-04-17,1,FRANCE
1095,ROLEX,AIR_KING,AUTOMATIQUE,ACIER,ACIER,1991,SATISFAISANT,HOMME/UNISEXE,4900.0,42,34,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-17,2,FRANCE
1096,ROLEX,DATEJUST_TURN-O-GRAPH,AUTOMATIQUE,OR_ACIER,OR_ACIER,1991,NEUF,HOMME/UNISEXE,6300.0,48,36,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-04-17,1,ESPAGNE
1097,ROLEX,OYSTER_PERPETUAL,AUTOMATIQUE,ACIER,ACIER,2022,NEUF,HOMME/UNISEXE,22540.0,70,36,10.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,2024-04-17,2,FRANCE
1098,TUDOR,BLACK_BAY,AUTOMATIQUE,OR_JAUNE,TEXTILE,2022,NEUF,HOMME/UNISEXE,10750.0,70,39,20.0,INDETERMINE,SAPHIR,BOUCLE_ARDILLON,OR_JAUNE,2024-04-17,0,FRANCE
1099,SEIKO,CHRONOGRAPH,QUARTZ,ACIER,ACIER,2020,NEUF,HOMME/UNISEXE,270.0,0,41,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-17,3,FRANCE
1100,MICHEL_HERBELIN,NEWPORT,QUARTZ,ACIER,ACIER,2022,SATISFAISANT,HOMME/UNISEXE,250.0,0,35,10.0,OR_ACIER,SAPHIR,DOUBLE_PLIS,OR_ACIER,2024-04-17,1,FRANCE
1101,OMEGA,SEAMASTER_DIVER,AUTOMATIQUE,ACIER,CAOUTCHOUC,2022,NEUF,HOMME/UNISEXE,4430.0,55,42,30.0,CÉRAMIQUE,SAPHIR,BOUCLE_ARDILLON,CÉRAMIQUE,2024-04-17,0,FRANCE
1102,LONGINES,HYDROCONQUEST,AUTOMATIQUE,ACIER,ACIER,2017,NEUF,HOMME/UNISEXE,1150.0,64,41,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-17,1,FRANCE
1103,BREGUET,MARINE,AUTOMATIQUE,ACIER,CAOUTCHOUC,2014,NEUF,HOMME/UNISEXE,12900.0,65,39,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-17,1,FRANCE
1104,ROLEX,GMT-MASTER_II,AUTOMATIQUE,ACIER,ACIER,2022,NEUF,HOMME/UNISEXE,15960.0,70,40,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-17,1,ESPAGNE
1105,SEIKO,PRESAGE,AUTOMATIQUE,ACIER,ACIER,2016,NEUF,HOMME/UNISEXE,350.0,50,41,10.0,TITANE,SAPHIR,PLIS,TITANE,2024-04-17,1,FRANCE
1107,OMEGA,SEAMASTER,MANUEL,ACIER,CUIR,,SATISFAISANT,HOMME/UNISEXE,650.0,36,35,0.0,ACIER,INCONNUE,BOUCLE_ARDILLON,ACIER,2024-04-17,1,FRANCE
1108,AUDEMARS_PIGUET,ROYAL_OAK,AUTOMATIQUE,CARBONE,CAOUTCHOUC,2012,NEUF,HOMME/UNISEXE,26900.0,60,44,10.0,CÉRAMIQUE,SAPHIR,BOUCLE_ARDILLON,CÉRAMIQUE,2024-04-17,2,FRANCE
1109,BREITLING,NAVITIMER_1,AUTOMATIQUE,ACIER,CUIR,2022,NEUF,HOMME/UNISEXE,6893.0,70,43,3.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-17,2,BELGIQUE
1110,ROLEX,SUBMARINER_(NO,AUTOMATIQUE,ACIER,ACIER,2000,NEUF,HOMME/UNISEXE,12495.0,48,40,30.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-17,4,ALLEMAGNE
1112,ROLEX,DATEJUST_36,AUTOMATIQUE,ACIER,ACIER,2022,NEUF,HOMME/UNISEXE,7900.0,70,36,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-17,1,FRANCE
1113,ROLEX,EXPLORER_II,AUTOMATIQUE,ACIER,ACIER,1994,NEUF,HOMME/UNISEXE,9700.0,50,40,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-17,2,FRANCE
1115,OMEGA,SPEEDMASTER_REDUCED,AUTOMATIQUE,ACIER,ACIER,1999,SATISFAISANT,HOMME/UNISEXE,3300.0,42,39,3.0,ACIER,INCONNUE,PLIS,ACIER,2024-04-17,1,FRANCE
1116,TUDOR,PELAGOS,AUTOMATIQUE,TITANE,TITANE,2022,NEUF,HOMME/UNISEXE,4150.0,70,39,20.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-17,0,FRANCE
1117,ROLEX,DATEJUST_36,AUTOMATIQUE,OR_ACIER,ACIER,1988,NEUF,HOMME/UNISEXE,5200.0,48,36,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-17,1,FRANCE
1119,BREITLING,CHRONOMAT,AUTOMATIQUE,OR_ACIER,CUIR_VACHE,1994,NEUF,HOMME/UNISEXE,2000.0,42,39,10.0,OR_ACIER,SAPHIR,PLIS,OR_ACIER,2024-04-17,2,FRANCE
1120,OMEGA,SEAMASTER,QUARTZ,ACIER,ACIER,1989,SATISFAISANT,HOMME/UNISEXE,1200.0,0,38,20.0,ACIER,SAPHIR,PLIS_COUVERT,ACIER,2024-04-17,2,FRANCE
1124,TAG_HEUER,CARRERA,AUTOMATIQUE,ACIER,ACIER,2022,NEUF,HOMME/UNISEXE,4600.0,80,43,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-17,3,FRANCE
1126,SEIKO,5,AUTOMATIQUE,ACIER,ACIER,1974,SATISFAISANT,HOMME/UNISEXE,320.0,40,38,3.0,ACIER,MINÉRAL,PLIS,ACIER,2024-04-17,2,FRANCE
