,marque,modele,mouvement,matiere_boitier,matiere_bracelet,annee_prod,etat,sexe,prix,reserve_de_marche,diametre,etencheite,matiere_lunette,matiere_verre,boucle,matiere_boucle,pays
17168,UNIVERSAL-GENÈVE,POLEROUTER,AUTOMATIQUE,ACIER,VACHE,,Bon,HOMME,3250.0,,35.0,,,,BOUCLE_ARDILLON,OR,FRANCE
17169,ROLEX,DATEJUST-36,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,4190.0,40.0,36.0,10.0,ACIER,SAPHIR,PLIS,ACIER,FRANCE
17170,CASIO,G-SHOCK,AUTOMATIQUE,,,,Neuf,HOMME,380.0,,,,,,,,FRANCE
17173,SEIKO,PROSPEX,AUTOMATIQUE,ACIER,ACIER,,Neuf,HOMME,949.0,70.0,40.0,20.0,ACIER,SAPHIR,PLIS,ACIER,FRANCE
17174,ROLEX,AIR-KING,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,12435.0,42.0,34.0,10.0,ACIER,SAPHIR,PLIS,ACIER,GRANDE-BRETAGNE
17175,ROLEX,OYSTER-PERPETUAL-36,AUTOMATIQUE,ACIER,ACIER,,État non spécifié,HOMME,10612.0,70.0,36.0,10.0,ACIER,SAPHIR,PLIS,ACIER,GRANDE-BRETAGNE
17176,ROLEX,GMT-MASTER-II,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,14950.0,48.0,40.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,FRANCE
17178,OMEGA,SEAMASTER-DIVER-300-M,AUTOMATIQUE,TITANE,TITANE,,Bon,HOMME,6990.0,55.0,42.0,30.0,ALUMINIUM,SAPHIR,PLIS,ALUMINIUM,FRANCE
17180,LONGINES,CONQUEST,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,1595.0,72.0,41.0,10.0,ACIER,SAPHIR,PLIS,ACIER,FRANCE
17181,ROLEX,GMT-MASTER-II,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,13990.0,48.0,40.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,FRANCE
17182,ROLEX,DATEJUST-36,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,HOMME,8563.0,42.0,36.0,10.0,,SAPHIR,PLIS,OR,GRANDE-BRETAGNE
17183,ROLEX,SUBMARINER-DATE,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,17590.0,48.0,40.0,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,FRANCE
17184,ORIENT,BAMBINO,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,110.0,24.0,35.0,3.0,ACIER,MINÉRAL,PLIS,ACIER,UKRAINE
17187,SINN,356,AUTOMATIQUE,ACIER,CUIR,,Bon,HOMME,1695.0,,38.0,10.0,ACIER,,BOUCLE_ARDILLON,ACIER,FRANCE
17189,ROLEX,GMT-MASTER-II,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,HOMME,17400.0,70.0,40.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,FRANCE
17192,ROLEX,EXPLORER-II,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,7311.0,50.0,40.0,10.0,ACIER,SAPHIR,PLIS,ACIER,SUÈDE
17193,ROLEX,DAYTONA,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,32000.0,72.0,40.0,10.0,ACIER,SAPHIR,PLIS,ACIER,FRANCE
17194,BREGUET,CLASSIQUE,AUTOMATIQUE,OR_JAUNE,,,Bon,HOMME,24284.0,45.0,39.0,3.0,,SAPHIR,PLIS,OR,ÉTATS-UNIS
17200,AUDEMARS-PIGUET,ROYAL-OAK-OFFSHORE-CHRONOGRAPH,AUTOMATIQUE,ACIER,,,Neuf,HOMME,19766.0,50.0,42.0,10.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,QATAR
17206,ROLEX,DAY-DATE-40,AUTOMATIQUE,OR_JAUNE,,,État non spécifié,HOMME,71652.0,70.0,40.0,10.0,,SAPHIR,PLIS,OR,GRANDE-BRETAGNE
17210,SWATCH,MOONSWATCH,MANUEL,CÉRAMIQUE,TEXTILE,,Neuf,HOMME,320.0,,42.0,3.0,CÉRAMIQUE,,PLIS,CÉRAMIQUE,FRANCE
17213,CARTIER,SANTOS,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,HOMME,3600.0,42.0,29.0,3.0,,SAPHIR,PLIS,OR,FRANCE
17214,PORSCHE-DESIGN,FLAT-SIX,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,1250.0,42.0,44.0,10.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,FRANCE
17219,ROLEX,DATEJUST-36,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,HOMME,9149.0,42.0,36.0,10.0,,SAPHIR,PLIS,OR,GRANDE-BRETAGNE
17220,TUDOR,PRINCE-DATE,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,4206.0,40.0,40.0,10.0,ACIER,SAPHIR,PLIS,ACIER,SUISSE
17225,ROLEX,DAY-DATE-40,AUTOMATIQUE,OR_JAUNE,,,Bon,HOMME,38900.0,70.0,40.0,10.0,,SAPHIR,PLIS,OR,FRANCE
17227,ROLEX,DAY-DATE-40,AUTOMATIQUE,OR_ROSE,,,Bon,HOMME,45179.0,70.0,40.0,10.0,,SAPHIR,PLIS,OR,ÉTATS-UNIS
17232,HUBLOT,CLASSIC-FUSION-ULTRA-THIN,MANUEL,OR_ROSE,,,Neuf,HOMME,14118.0,90.0,45.0,5.0,,SAPHIR,PLIS,OR,ÉTATS-UNIS
17239,PATEK-PHILIPPE,NAUTILUS,AUTOMATIQUE,OR_BLANC,,,Bon,HOMME,94539.0,48.0,40.0,6.0,,SAPHIR,PLIS,OR,SUISSE
17240,ROLEX,DATEJUST-41,AUTOMATIQUE,OR_BLANC,ACIER,,Bon,HOMME,12500.0,70.0,41.0,10.0,,SAPHIR,PLIS,OR,FRANCE
17241,CARTIER,SANTOS-DUMONT,MANUEL,ACIER,,,Bon,HOMME,7990.0,36.0,43.0,3.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,FRANCE
17245,FRANCK-MULLER,VANGUARD,MANUEL,TITANE,CUIR,,Neuf,HOMME,23530.0,42.0,41.0,3.0,,SAPHIR,PLIS,,ÉTATS-UNIS
17248,OMEGA,SEAMASTER-DIVER-300-M,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,3090.0,48.0,41.0,30.0,ACIER,SAPHIR,PLIS,ACIER,FRANCE
17254,ROLEX,DAYTONA,AUTOMATIQUE,ACIER,ACIER,,État non spécifié,HOMME,32179.0,72.0,40.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,GRANDE-BRETAGNE
17257,ROLEX,SEA-DWELLER-DEEPSEA,AUTOMATIQUE,ACIER,ACIER,,État non spécifié,HOMME,18580.0,70.0,44.0,,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,GRANDE-BRETAGNE
17258,SWATCH,MOONSWATCH,MANUEL,CÉRAMIQUE,TEXTILE,,Neuf,HOMME,,,42.0,3.0,CÉRAMIQUE,,PLIS,CÉRAMIQUE,BOSNIE
17262,ROLEX,YACHT-MASTER-40,AUTOMATIQUE,OR_ROSE,CAOUTCHOUC,,Bon,HOMME,28500.0,70.0,40.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,FRANCE
17263,SEIKO,PROSPEX,AUTOMATIQUE,TITANE,TITANE,,Bon,HOMME,5600.0,72.0,44.0,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,FRANCE
17264,CARTIER,SANTOS,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,6590.0,42.0,39.0,10.0,ACIER,SAPHIR,PLIS,ACIER,FRANCE
17265,ROLEX,DATEJUST-41,AUTOMATIQUE,OR_BLANC,ACIER,,Bon,HOMME,13500.0,70.0,41.0,10.0,,SAPHIR,PLIS,OR,FRANCE
17266,ROLEX,SUBMARINER-NO-DATE,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,11550.0,70.0,41.0,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,FRANCE
17268,ROLEX,DAYTONA,AUTOMATIQUE,PLATINE,PLATINE,,État non spécifié,HOMME,92990.0,72.0,40.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,FRANCE
17269,OMEGA,SPEEDMASTER,AUTOMATIQUE,CÉRAMIQUE,CUIR,,Bon,HOMME,8700.0,60.0,44.0,5.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,FRANCE
17270,SEIKO,ASTRON-GPS-SOLAR,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,,,40.0,10.0,ACIER,SAPHIR,PLIS,ACIER,UKRAINE
17271,SWATCH,MOONSWATCH,MANUEL,CÉRAMIQUE,TEXTILE,,Neuf,HOMME,430.0,,42.0,3.0,CÉRAMIQUE,,PLIS,CÉRAMIQUE,FRANCE
17272,OMEGA,GENÈVE,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,750.0,50.0,35.0,,ACIER,,BOUCLE_ARDILLON,ACIER,FRANCE
17273,SINN,U50,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,1950.0,42.0,41.0,50.0,ACIER,SAPHIR,PLIS,ACIER,FRANCE
17276,CASIO,G-SHOCK,AUTOMATIQUE,,,,Neuf,HOMME,350.0,,,,,,,,FRANCE
17277,SEIKO,ALPINIST,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,460.0,70.0,39.0,20.0,ACIER,SAPHIR,PLIS,ACIER,FRANCE
17278,LONGINES,CONQUEST,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,600.0,,41.0,30.0,ACIER,SAPHIR,PLIS,ACIER,FRANCE
17279,SWATCH,MOONSWATCH,MANUEL,CÉRAMIQUE,TEXTILE,,Neuf,HOMME,450.0,,42.0,3.0,CÉRAMIQUE,,PLIS,CÉRAMIQUE,FRANCE
17281,SEIKO,5-SPORTS,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,749.0,41.0,40.0,10.0,ACIER,MINÉRAL,PLIS,ACIER,FRANCE
17282,TISSOT,HERITAGE-VISODATE,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,180.0,,40.0,,,,,,FRANCE
17284,LONGINES,MASTER-COLLECTION,AUTOMATIQUE,ACIER,,,Bon,HOMME,2012.0,42.0,40.0,3.0,ACIER,SAPHIR,PLIS,ACIER,BELGIQUE
17285,CASIO,G-SHOCK,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,119.0,,49.0,20.0,,MINÉRAL,PLIS,ACIER,FRANCE
17289,ULYSSE-NARDIN,DIVER-CHRONOMETER,AUTOMATIQUE,ACIER,CAOUTCHOUC,,Neuf,HOMME,4625.0,42.0,44.0,30.0,ACIER,SAPHIR,PLIS,ACIER,BIÉLORUSSIE
17290,ROLEX,GMT-MASTER-II,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,HOMME,17490.0,70.0,40.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,FRANCE
17294,SWATCH,MOONSWATCH,MANUEL,CÉRAMIQUE,TEXTILE,,Bon,HOMME,321.0,,42.0,3.0,CÉRAMIQUE,,PLIS,CÉRAMIQUE,FRANCE
17295,OMEGA,SPEEDMASTER,MANUEL,ACIER,TEXTILE,,État non spécifié,HOMME,15900.0,50.0,42.0,5.0,CÉRAMIQUE,SAPHIR,BOUCLE_ARDILLON,CÉRAMIQUE,FRANCE
17296,ROLEX,SUBMARINER-DATE,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,HOMME,13390.0,50.0,40.0,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,FRANCE
17299,GRAND-SEIKO,ELEGANCE-COLLECTION,MANUEL,OR_ROSE,,,Bon,HOMME,26990.0,72.0,38.0,3.0,,SAPHIR,PLIS,OR,FRANCE
17300,ROLEX,SUBMARINER-NO-DATE,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,10500.0,70.0,41.0,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,SERBIE
17301,ROLEX,DATEJUST-36,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,9900.0,70.0,36.0,10.0,ACIER,SAPHIR,PLIS,ACIER,FRANCE
17306,TAG-HEUER,FORMULA-1-QUARTZ,QUARTZ,PLASTIQUE,,,Satisfaisant,HOMME,200.0,,35.0,,,,,,FRANCE
17307,SWATCH,MOONSWATCH,MANUEL,CÉRAMIQUE,TEXTILE,,Bon,HOMME,360.0,,42.0,3.0,CÉRAMIQUE,,PLIS,CÉRAMIQUE,FRANCE
17309,TISSOT,PR-100,AUTOMATIQUE,ACIER,ACIER,,Neuf,HOMME,,40.0,38.0,10.0,ACIER,SAPHIR,PLIS,ACIER,UKRAINE
17310,A-LANGE-&-SÖHNE,ZEITWERK,MANUEL,OR_BLANC,,,Bon,HOMME,58990.0,36.0,41.0,3.0,,SAPHIR,BOUCLE_ARDILLON,OR,FRANCE
17313,ROLEX,DAYTONA,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,25900.0,72.0,40.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,FRANCE
17314,ROLEX,SEA-DWELLER-DEEPSEA,AUTOMATIQUE,ACIER,ACIER,,Neuf,HOMME,13950.0,70.0,44.0,,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,FRANCE
17317,OMEGA,SPEEDMASTER-DATE,AUTOMATIQUE,OR_JAUNE,ACIER,,Neuf,HOMME,9390.0,44.0,39.0,3.0,,SAPHIR,PLIS,OR,FRANCE
17319,SEIKO,PROSPEX,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,769.0,70.0,40.0,20.0,ACIER,SAPHIR,PLIS,ACIER,FRANCE
17324,ROLEX,DAYTONA,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,27950.0,72.0,40.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,FRANCE
17325,OMEGA,SPEEDMASTER-DATE,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,2530.0,44.0,39.0,5.0,ACIER,SAPHIR,PLIS,ACIER,FRANCE
17326,SEIKO,PROSPEX,AUTOMATIQUE,ACIER,TEXTILE,,Bon,HOMME,830.0,70.0,40.0,20.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,FRANCE
17328,OMEGA,SPEEDMASTER-PROFESSIONAL-MOONWATCH,MANUEL,ACIER,TEXTILE,,Bon,HOMME,6250.0,50.0,42.0,5.0,ACIER,SAPHIR,PLIS,ACIER,FRANCE
17329,BELL-&-ROSS,BR-03-94-CHRONOGRAPHE,AUTOMATIQUE,ACIER,CAOUTCHOUC,,Bon,HOMME,5800.0,42.0,42.0,10.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,FRANCE
17331,ROLEX,DAY-DATE-40,AUTOMATIQUE,OR_JAUNE,,,État non spécifié,HOMME,52900.0,70.0,40.0,10.0,,SAPHIR,PLIS,OR,FRANCE
17332,ROLEX,GMT-MASTER-II,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,21900.0,70.0,40.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,FRANCE
17334,SWATCH,MOONSWATCH,MANUEL,CÉRAMIQUE,TEXTILE,,Neuf,HOMME,330.0,,42.0,3.0,CÉRAMIQUE,,PLIS,CÉRAMIQUE,FRANCE
17337,CARTIER,SANTOS,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,HOMME,4450.0,42.0,29.0,3.0,,SAPHIR,PLIS,OR,FRANCE
17338,CARTIER,TANK-VERMEIL,MANUEL,ARGENT,CUIR,,Bon,HOMME,1700.0,,23.0,,ARGENT,SAPHIR,BOUCLE_ARDILLON,ARGENT,SERBIE
17340,FRANCK-MULLER,VANGUARD,AUTOMATIQUE,ACIER,CAOUTCHOUC,,Bon,HOMME,3500.0,42.0,44.0,3.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,FRANCE
17342,ROLEX,DAYTONA,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,20490.0,72.0,40.0,10.0,ACIER,SAPHIR,PLIS,ACIER,FRANCE
17343,SWATCH,MOONSWATCH,MANUEL,CÉRAMIQUE,TEXTILE,,Neuf,HOMME,325.0,,42.0,3.0,CÉRAMIQUE,,PLIS,CÉRAMIQUE,FRANCE
17344,ROLEX,DAYTONA,AUTOMATIQUE,ACIER,ACIER,,Neuf,HOMME,34500.0,72.0,40.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,FRANCE
17347,CARTIER,PASHA-SEATIMER,AUTOMATIQUE,ACIER,CUIR,,Bon,HOMME,3300.0,,38.0,,ACIER,SAPHIR,,ACIER,FRANCE
17348,ROLEX,DAYTONA,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,29500.0,72.0,40.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,FRANCE
17350,CARTIER,TANK-VERMEIL,MANUEL,ARGENT,CUIR,,Bon,HOMME,1500.0,,23.0,,ARGENT,SAPHIR,BOUCLE_ARDILLON,ARGENT,SERBIE
17351,ROLEX,DATEJUST-36,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,10200.0,70.0,36.0,10.0,ACIER,SAPHIR,PLIS,ACIER,FRANCE
17355,SWATCH,MOONSWATCH,MANUEL,CÉRAMIQUE,TEXTILE,,Bon,HOMME,299.0,,42.0,3.0,CÉRAMIQUE,,,CÉRAMIQUE,FRANCE
17357,SWATCH,MOONSWATCH,MANUEL,CÉRAMIQUE,TEXTILE,,Neuf,HOMME,274.0,,42.0,,,,,,FRANCE
17358,SINN,556,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,1290.0,38.0,39.0,20.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,FRANCE
17359,JORG-HYSEK,ABYSS,AUTOMATIQUE,ACIER,,,Neuf,HOMME,6500.0,,44.0,,,SAPHIR,,,FRANCE
17361,SWATCH,MOONSWATCH,MANUEL,,,,Neuf,,590.0,,,,,,,,FRANCE
17362,TAG-HEUER,AQUARACER-500M,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,1395.0,38.0,41.0,50.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,FRANCE
17363,MIDO,OCEAN-STAR,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,650.0,80.0,40.0,20.0,ALUMINIUM,SAPHIR,PLIS,ACIER,FRANCE
17364,TISSOT,PR-100,AUTOMATIQUE,ACIER,CUIR,,Neuf,HOMME,,40.0,38.0,10.0,ACIER,SAPHIR,PLIS,ACIER,UKRAINE
17365,ROLEX,DAYTONA,AUTOMATIQUE,OR_JAUNE,CAOUTCHOUC,,Bon,HOMME,35750.0,72.0,40.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,FRANCE
17366,TAG-HEUER,AQUARACER,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,1000.0,38.0,41.0,30.0,ACIER,SAPHIR,PLIS,ACIER,FRANCE
17370,SEIKO,PROSPEX,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,390.0,,38.0,20.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,FRANCE
17375,SWATCH,MOONSWATCH,MANUEL,CÉRAMIQUE,TEXTILE,,Neuf,HOMME,500.0,,42.0,3.0,CÉRAMIQUE,,PLIS,CÉRAMIQUE,FRANCE
17376,HAMILTON,JAZZMASTER,AUTOMATIQUE,ACIER,,,Bon,HOMME,2500.0,80.0,44.0,5.0,ACIER,SAPHIR,PLIS,ACIER,FRANCE
17379,SEIKO,PRESAGE,AUTOMATIQUE,ACIER,CUIR,,Bon,HOMME,840.0,41.0,40.0,5.0,ACIER,MINÉRAL,PLIS,ACIER,FRANCE
17380,TAG-HEUER,FORMULA-1-QUARTZ,QUARTZ,ACIER,,,Bon,HOMME,220.0,,35.0,,PLASTIQUE,MINÉRAL,BOUCLE_ARDILLON,PLASTIQUE,FRANCE
17385,ROLEX,OYSTER-PERPETUAL-36,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,7350.0,48.0,36.0,10.0,ACIER,SAPHIR,PLIS,ACIER,FRANCE
17386,TUDOR,BLACK-BAY-36,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,3150.0,70.0,36.0,10.0,ACIER,SAPHIR,PLIS,ACIER,FRANCE
17388,JAEGER-LECOULTRE,REVERSO-CLASSIQUE,MANUEL,ACIER,,,Bon,HOMME,3765.0,45.0,23.0,3.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,FRANCE
17390,ROLEX,DAYTONA,AUTOMATIQUE,ACIER,ACIER,,Neuf,HOMME,49900.0,72.0,40.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,FRANCE
17392,TUDOR,BLACK-BAY-FIFTY-EIGHT,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,3100.0,70.0,39.0,20.0,ACIER,SAPHIR,PLIS,ACIER,FRANCE
17395,SEIKO,CHRONOGRAPH,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,,,,10.0,ACIER,,,ACIER,UKRAINE
17396,ROLEX,SUBMARINER-DATE,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,HOMME,8999.0,48.0,40.0,30.0,,SAPHIR,PLIS,OR,FRANCE
17397,ROLEX,YACHT-MASTER-40,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,7950.0,48.0,40.0,10.0,PLATINE,SAPHIR,PLIS,PLATINE,FRANCE
17399,ROLEX,SUBMARINER-DATE,AUTOMATIQUE,ACIER,ACIER,,Neuf,HOMME,13990.0,70.0,41.0,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,FRANCE
17400,PATEK-PHILIPPE,NAUTILUS,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,89900.0,55.0,40.0,10.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,FRANCE
17401,SWATCH,MOONSWATCH,MANUEL,CÉRAMIQUE,TEXTILE,,Neuf,HOMME,350.0,,42.0,3.0,CÉRAMIQUE,,PLIS,CÉRAMIQUE,FRANCE
17403,SWATCH,MOONSWATCH,MANUEL,CÉRAMIQUE,TEXTILE,,Neuf,HOMME,590.0,,42.0,3.0,CÉRAMIQUE,,PLIS,CÉRAMIQUE,FRANCE
17404,SWATCH,MOONSWATCH,MANUEL,CÉRAMIQUE,TEXTILE,,Neuf,HOMME,360.0,,42.0,3.0,CÉRAMIQUE,,PLIS,CÉRAMIQUE,FRANCE
17406,TAG-HEUER,FORMULA-1-QUARTZ,QUARTZ,ACIER,ACIER,,Bon,HOMME,650.0,,41.0,20.0,ACIER,SAPHIR,PLIS,ACIER,FRANCE
17407,ROLEX,GMT-MASTER-II,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,16950.0,70.0,40.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,FRANCE
17409,ROLEX,DAYTONA,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,21500.0,72.0,40.0,10.0,ACIER,SAPHIR,PLIS,ACIER,FRANCE
17410,LONGINES,HERITAGE,AUTOMATIQUE,ACIER,CUIR,,Bon,HOMME,1300.0,72.0,38.0,3.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,FRANCE
17412,ROLEX,MILGAUSS,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,7950.0,48.0,40.0,10.0,ACIER,SAPHIR,PLIS,ACIER,FRANCE
17414,ROLEX,GMT-MASTER-II,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,13990.0,48.0,40.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,FRANCE
17416,ROLEX,MILGAUSS,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,11950.0,48.0,40.0,10.0,ACIER,SAPHIR,PLIS,ACIER,FRANCE
17417,SWATCH,MOONSWATCH,MANUEL,CÉRAMIQUE,TEXTILE,,Bon,HOMME,296.0,,42.0,3.0,CÉRAMIQUE,,,CÉRAMIQUE,FRANCE
17419,SEIKO,PRESAGE,AUTOMATIQUE,ACIER,CUIR,,Bon,HOMME,700.0,42.0,40.0,5.0,TITANE,MINÉRAL,DOUBLE_PLIS,ACIER,FRANCE
17421,ROLEX,DATEJUST-41,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,8700.0,70.0,41.0,10.0,ACIER,SAPHIR,PLIS,ACIER,FRANCE
17423,ROLEX,SUBMARINER-NO-DATE,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,12900.0,48.0,40.0,30.0,ACIER,SAPHIR,PLIS,ACIER,FRANCE
17425,ROLEX,DAYTONA,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,22990.0,72.0,40.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,FRANCE
17426,ROLEX,EXPLORER-II,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,11000.0,48.0,42.0,10.0,ACIER,SAPHIR,PLIS,ACIER,FRANCE
17427,SWATCH,MOONSWATCH,MANUEL,CÉRAMIQUE,TEXTILE,,Bon,HOMME,450.0,,42.0,3.0,CÉRAMIQUE,,PLIS,CÉRAMIQUE,FRANCE
17428,ROLEX,SUBMARINER-NO-DATE,AUTOMATIQUE,ACIER,ACIER,,État non spécifié,HOMME,13000.0,70.0,41.0,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,FRANCE
17430,TUDOR,ROYAL,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,1900.0,38.0,41.0,10.0,ACIER,SAPHIR,PLIS,ACIER,FRANCE
17431,CASIO,G-SHOCK,AUTOMATIQUE,PLASTIQUE,CAOUTCHOUC,,Neuf,HOMME,80.0,,48.0,20.0,PLASTIQUE,MINÉRAL,BOUCLE_ARDILLON,PLASTIQUE,FRANCE
17432,ROLEX,SEA-DWELLER-DEEPSEA,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,10000.0,48.0,44.0,,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,FRANCE
17433,TISSOT,PRS-516,AUTOMATIQUE,ACIER,CAOUTCHOUC,,Bon,HOMME,300.0,,42.0,10.0,,SAPHIR,PLIS,ACIER,FRANCE
17434,ROLEX,SUBMARINER-NO-DATE,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,12500.0,48.0,40.0,20.0,ACIER,SAPHIR,PLIS,ACIER,FRANCE
17435,TUDOR,BLACK-BAY-GMT,AUTOMATIQUE,ACIER,ACIER,,État non spécifié,HOMME,4940.0,65.0,39.0,20.0,ACIER,SAPHIR,PLIS,ACIER,FRANCE
17436,CARTIER,SANTOS,AUTOMATIQUE,ACIER,ACIER,,Neuf,HOMME,7399.0,42.0,39.0,10.0,ACIER,SAPHIR,PLIS,ACIER,FRANCE
17439,ROLEX,GMT-MASTER-II,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,20790.0,70.0,40.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,FRANCE
17442,ROLEX,DATEJUST-36,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,HOMME,4450.0,42.0,36.0,10.0,,SAPHIR,PLIS,OR,FRANCE
