,marque,modele,mouvement,matiere_boitier,matiere_bracelet,annee_prod,etat,sexe,prix,reserve_de_marche,diametre,etencheite,matiere_lunette,matiere_verre,boucle,matiere_boucle,pays
16218,BREITLING,NAVITIMER,AUTOMATIQUE,ACIER,ACIER,,État non spécifié,FEMME,4810.0,38.0,36.0,3.0,ACIER,SAPHIR,PLIS,ACIER,GRANDE-BRETAGNE
16224,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_JAUNE,,,Bon,FEMME,24555.0,48.0,26.0,10.0,,SAPHIR,PLIS,OR,GRANDE-BRETAGNE
16236,ROLEX,OYSTER,MANUEL,ACIER,ACIER,,Bon,FEMME,2882.0,36.0,25.0,,ACIER,MINÉRAL,PLIS,ACIER,GRANDE-BRETAGNE
16242,ROLEX,OYSTER-PERPETUAL,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,3793.0,42.0,24.0,2.0,ACIER,SAPHIR,PLIS,ACIER,GRANDE-BRETAGNE
16248,NOMOS,CLUB-NEOMATIK,AUTOMATIQUE,ACIER,TEXTILE,,État non spécifié,FEMME,2350.0,43.0,37.0,20.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,GRANDE-BRETAGNE
16263,CARTIER,SANTOS-GALBÉE,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,FEMME,2599.0,42.0,24.0,3.0,,SAPHIR,PLIS,OR,ITALIE
16268,ROLEX,YACHT-MASTER,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,FEMME,6900.0,48.0,29.0,10.0,,SAPHIR,PLIS,OR,ALLEMAGNE
16272,LOCMAN,TOSCANO,AUTOMATIQUE,ACIER,,,Neuf,FEMME,,,38.0,3.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,GRANDE-BRETAGNE
16278,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_JAUNE,,,Bon,FEMME,10620.0,42.0,26.0,10.0,,SAPHIR,PLIS,OR,GRANDE-BRETAGNE
16302,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_JAUNE,,,Bon,FEMME,12996.0,42.0,26.0,10.0,,SAPHIR,PLIS,OR,GRANDE-BRETAGNE
16314,ROLEX,DATEJUST-31,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,7251.0,42.0,31.0,10.0,,SAPHIR,PLIS,OR,ÉTATS-UNIS
16318,ROLEX,DATEJUST-31,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,3140.0,48.0,31.0,10.0,ACIER,SAPHIR,PLIS,ACIER,ESTONIE
16332,ROLEX,OYSTER-PERPETUAL-31,AUTOMATIQUE,ACIER,ACIER,,Neuf,FEMME,9300.0,55.0,31.0,10.0,ACIER,SAPHIR,PLIS,ACIER,ESPAGNE
16339,ROLEX,LADY-DATEJUST,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,7217.0,42.0,26.0,10.0,,SAPHIR,PLIS,OR,GRANDE-BRETAGNE
16346,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,FEMME,5550.0,40.0,26.0,10.0,,SAPHIR,PLIS,OR,PAYS-BAS
16363,ROLEX,OYSTER-PERPETUAL-31,AUTOMATIQUE,ACIER,ACIER,,État non spécifié,FEMME,12209.0,55.0,31.0,10.0,ACIER,SAPHIR,PLIS,ACIER,GRANDE-BRETAGNE
16388,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,FEMME,5750.0,40.0,26.0,10.0,,SAPHIR,PLIS,OR,ALLEMAGNE
16398,ROLEX,LADY-DATEJUST,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,6141.0,40.0,26.0,10.0,,SAPHIR,PLIS,OR,GRANDE-BRETAGNE
16400,ROLEX,DATEJUST-31,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,FEMME,8470.0,48.0,31.0,10.0,,SAPHIR,PLIS,OR,ITALIE
16401,ROLEX,OYSTER-PERPETUAL-31,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,3799.0,42.0,31.0,5.0,ACIER,SAPHIR,PLIS,ACIER,LITUANIE
16404,ROLEX,OYSTER-PERPETUAL-LADY-DATE,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,4154.0,42.0,26.0,10.0,ACIER,SAPHIR,PLIS,ACIER,GRANDE-BRETAGNE
16408,ROLEX,LADY-DATEJUST,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,3500.0,48.0,26.0,10.0,ACIER,SAPHIR,PLIS,ACIER,ITALIE
16419,ROLEX,DATEJUST-31,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,FEMME,6950.0,42.0,31.0,10.0,,SAPHIR,PLIS,OR,ITALIE
16422,ROLEX,LADY-DATEJUST,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,8308.0,48.0,26.0,10.0,,SAPHIR,PLIS,OR,GRANDE-BRETAGNE
16426,CARTIER,BAIGNOIRE,MANUEL,OR_JAUNE,,,Bon,FEMME,8900.0,,20.0,,,SAPHIR,BOUCLE_ARDILLON,OR,FRANCE
16427,ORIS,BIG-CROWN-POINTER-DATE,AUTOMATIQUE,ACIER,CUIR,,Bon,FEMME,1039.0,38.0,36.0,5.0,BRONZE,SAPHIR,BOUCLE_ARDILLON,ACIER,INDE
16460,ROLEX,DATEJUST-31,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,5590.0,42.0,31.0,10.0,ACIER,SAPHIR,PLIS,ACIER,ALLEMAGNE
16465,ROLEX,OYSTER-PERPETUAL,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,1790.0,42.0,25.0,2.0,ACIER,SAPHIR,PLIS,ACIER,ITALIE
16468,ZENITH,ELITE-ULTRA-THIN,AUTOMATIQUE,ACIER,CUIR,,État non spécifié,FEMME,4335.0,50.0,36.0,3.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,ALLEMAGNE
16478,ROLEX,LADY-DATEJUST,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,6285.0,42.0,26.0,10.0,,SAPHIR,PLIS,OR,GRANDE-BRETAGNE
16481,ROLEX,OYSTER-PERPETUAL-31,AUTOMATIQUE,ACIER,ACIER,,Neuf,FEMME,9453.0,55.0,31.0,10.0,ACIER,SAPHIR,PLIS,ACIER,ITALIE
16497,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,FEMME,12000.0,48.0,26.0,10.0,,SAPHIR,PLIS,OR,ITALIE
16501,CHOPARD,IMPERIALE,AUTOMATIQUE,OR_ROSE,,,Bon,FEMME,32000.0,42.0,36.0,3.0,ACIER,SAPHIR,PLIS,ACIER,FRANCE
16505,ROLEX,DATEJUST-31,AUTOMATIQUE,OR_JAUNE,,,Bon,FEMME,9900.0,42.0,31.0,10.0,,SAPHIR,PLIS,OR,ITALIE
16507,ROLEX,OYSTER-PERPETUAL-31,AUTOMATIQUE,ACIER,CUIR,,Bon,FEMME,4900.0,55.0,31.0,10.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,ALLEMAGNE
16509,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,FEMME,5750.0,48.0,26.0,10.0,,SAPHIR,PLIS,OR,BELGIQUE
16512,JAEGER-LECOULTRE,RENDEZ-VOUS,AUTOMATIQUE,ACIER,,,État non spécifié,FEMME,11405.0,42.0,29.0,3.0,,SAPHIR,BOUCLE_ARDILLON,OR,BELGIQUE
16521,CARTIER,TANK,MANUEL,ARGENT,,,Bon,FEMME,2447.0,44.0,20.0,,ARGENT,MINÉRAL,BOUCLE_ARDILLON,ARGENT,SUÈDE
16522,ROLEX,LADY-DATEJUST,AUTOMATIQUE,ACIER,ACIER,,Satisfaisant,FEMME,2790.0,48.0,26.0,10.0,ACIER,SAPHIR,PLIS,ACIER,FRANCE
16524,PATEK-PHILIPPE,VINTAGE,MANUEL,OR_BLANC,,,Bon,FEMME,9753.0,,15.0,,,SAPHIR,FERMOIR_BIJOUX,OR,GRANDE-BRETAGNE
16530,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_JAUNE,,,Bon,FEMME,24555.0,42.0,26.0,10.0,,SAPHIR,PLIS,OR,GRANDE-BRETAGNE
16541,CARTIER,SANTOS,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,FEMME,2750.0,42.0,24.0,1.0,,SAPHIR,PLIS,OR,POLOGNE
16543,ROLEX,OYSTER-PERPETUAL-31,AUTOMATIQUE,ACIER,ACIER,,Neuf,FEMME,7400.0,55.0,31.0,10.0,ACIER,SAPHIR,PLIS,ACIER,ITALIE
16548,ROLEX,LADY-DATEJUST,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,6350.0,40.0,26.0,10.0,,SAPHIR,PLIS,OR,GRANDE-BRETAGNE
16566,ROLEX,DATEJUST-31,AUTOMATIQUE,OR_JAUNE,ACIER,,Bon,FEMME,8662.0,42.0,31.0,10.0,,SAPHIR,PLIS,OR,GRANDE-BRETAGNE
16573,VACHERON-CONSTANTIN,PATRIMONY,AUTOMATIQUE,OR_JAUNE,,,Bon,FEMME,6950.0,40.0,40.0,3.0,,SAPHIR,BOUCLE_ARDILLON,OR,FRANCE
16583,ROLEX,DATEJUST-31,AUTOMATIQUE,OR_ACIER,ACIER,,Neuf,FEMME,13000.0,55.0,31.0,10.0,,SAPHIR,PLIS,OR,FRANCE
16584,PATEK-PHILIPPE,CALATRAVA,MANUEL,OR_JAUNE,,,Bon,FEMME,6694.0,44.0,25.0,3.0,,SAPHIR,BOUCLE_ARDILLON,OR,ESPAGNE
16593,OMEGA,DE-VILLE,MANUEL,ACIER,VACHE,,Bon,FEMME,,30.0,26.0,,ACIER,PLASTIQUE,BOUCLE_ARDILLON,ACIER,INDONÉSIE
16596,ROLEX,LADY-DATEJUST,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,6068.0,40.0,26.0,10.0,,SAPHIR,PLIS,OR,GRANDE-BRETAGNE
16626,OMEGA,DE-VILLE-PRESTIGE,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,2750.0,48.0,33.0,3.0,ACIER,SAPHIR,PLIS,ACIER,ALLEMAGNE
16639,ROLEX,OYSTER-PERPETUAL,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,4784.0,42.0,24.0,3.0,ACIER,SAPHIR,PLIS,ACIER,POLOGNE
16641,MIDO,OCEAN-STAR,AUTOMATIQUE,ACIER,CUIR,,Bon,FEMME,,80.0,26.0,,ALUMINIUM,SAPHIR,PLIS,ALUMINIUM,POLOGNE
16700,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,FEMME,3750.0,42.0,26.0,10.0,,SAPHIR,PLIS,OR,ALLEMAGNE
16714,ROLEX,OYSTER-PERPETUAL,AUTOMATIQUE,OR_ACIER,ACIER,,Satisfaisant,FEMME,2100.0,42.0,26.0,,ACIER,SAPHIR,PLIS,ACIER,ITALIE
16722,ROLEX,DATEJUST-31,AUTOMATIQUE,PLATINE,PLATINE,,Bon,FEMME,36114.0,42.0,31.0,10.0,,SAPHIR,PLIS,OR,GRANDE-BRETAGNE
16740,ROLEX,LADY-DATEJUST,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,7585.0,42.0,26.0,10.0,,SAPHIR,PLIS,OR,GRANDE-BRETAGNE
16743,TUDOR,PRINCE-OYSTERDATE,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,,38.0,25.0,1.0,ACIER,SAPHIR,PLIS,ACIER,BULGARIE
16754,ORIS,ARTELIER-SKELETON,AUTOMATIQUE,ACIER,ACIER,,Neuf,FEMME,1264.0,38.0,40.0,3.0,,SAPHIR,PLIS,ACIER,PAYS-BAS
16758,ROLEX,DATEJUST-31,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,8662.0,42.0,31.0,10.0,,SAPHIR,PLIS,OR,GRANDE-BRETAGNE
16771,CARTIER,SANTOS-GALBÉE,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,4250.0,42.0,24.0,3.0,,SAPHIR,PLIS,OR,BELGIQUE
16773,SEIKO,5,AUTOMATIQUE,ACIER,OR,,Bon,FEMME,,40.0,24.0,3.0,ACIER,MINÉRAL,PLIS,ACIER,SUÈDE
16778,BREITLING,CHRONOMAT-36,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,3572.0,42.0,36.0,10.0,ACIER,SAPHIR,PLIS,ACIER,DANEMARK
16786,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,FEMME,5249.0,40.0,26.0,10.0,,SAPHIR,PLIS,OR,SUÈDE
16813,CARTIER,TANK-VERMEIL,MANUEL,ARGENT,,,Bon,FEMME,1999.0,44.0,20.0,,ARGENT,MINÉRAL,BOUCLE_ARDILLON,ARGENT,ITALIE
16815,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_JAUNE,,,Bon,FEMME,14850.0,48.0,26.0,10.0,,SAPHIR,PLIS,OR,ESPAGNE
16822,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_JAUNE,,,Bon,FEMME,10900.0,48.0,26.0,10.0,,SAPHIR,PLIS,OR,ESPAGNE
16825,TISSOT,CHEMIN-DE-TOURELLES,AUTOMATIQUE,ACIER,ACIER,,Neuf,FEMME,500.0,80.0,32.0,5.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,ITALIE
16836,ROLEX,DATEJUST-31,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,FEMME,8308.0,42.0,31.0,10.0,,SAPHIR,PLIS,OR,GRANDE-BRETAGNE
16838,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,FEMME,2900.0,42.0,26.0,10.0,,SAPHIR,PLIS,OR,FRANCE
16867,ROLEX,LADY-DATEJUST,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,6650.0,55.0,28.0,10.0,,SAPHIR,PLIS,OR,ALLEMAGNE
16872,ROLEX,OYSTER-PERPETUAL-26,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,5117.0,48.0,26.0,10.0,ACIER,SAPHIR,PLIS,ACIER,GRANDE-BRETAGNE
16886,ROLEX,OYSTERDATE-PRECISION,MANUEL,ACIER,,,Bon,FEMME,2600.0,40.0,30.0,10.0,ACIER,,BOUCLE_ARDILLON,ACIER,ALLEMAGNE
16888,ROLEX,OYSTER-PERPETUAL-LADY-DATE,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,FEMME,6466.0,42.0,26.0,10.0,,SAPHIR,PLIS,OR,POLOGNE
16891,OMEGA,DE-VILLE,MANUEL,ACIER,CUIR,,Satisfaisant,FEMME,,30.0,26.0,,ACIER,MINÉRAL,BOUCLE_ARDILLON,ACIER,POLOGNE
16898,ROLEX,OYSTER-PERPETUAL-31,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,6611.0,48.0,31.0,10.0,ACIER,SAPHIR,PLIS,ACIER,POLOGNE
16925,ROLEX,LADY-DATEJUST,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,4790.0,48.0,26.0,3.0,ACIER,SAPHIR,PLIS,ACIER,ALLEMAGNE
16926,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,FEMME,13726.0,48.0,26.0,10.0,,SAPHIR,PLIS,OR,GRANDE-BRETAGNE
16934,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,FEMME,4890.0,40.0,26.0,10.0,,SAPHIR,PLIS,OR,ALLEMAGNE
16938,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,ACIER,,État non spécifié,FEMME,20011.0,55.0,28.0,10.0,,SAPHIR,PLIS,OR,GRANDE-BRETAGNE
16944,MONTBLANC,TRADITION,AUTOMATIQUE,ACIER,ACIER,,État non spécifié,FEMME,1560.0,,32.0,3.0,ACIER,SAPHIR,PLIS,ACIER,GRANDE-BRETAGNE
16956,ROLEX,LADY-DATEJUST,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,5418.0,42.0,26.0,10.0,,SAPHIR,PLIS,OR,GRANDE-BRETAGNE
16967,ROLEX,OYSTER-PERPETUAL,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,4000.0,42.0,26.0,10.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,FRANCE
16970,OMEGA,DE-VILLE-LADYMATIC,MANUEL,OR_ACIER,,,Bon,FEMME,,,19.0,,,,,,INDONÉSIE
16985,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,FEMME,5199.0,48.0,26.0,5.0,,SAPHIR,PLIS,OR,LITUANIE
17010,CARTIER,TANK,MANUEL,OR_JAUNE,CUIR,,Bon,FEMME,13900.0,40.0,23.0,,ARGENT,MINÉRAL,BOUCLE_ARDILLON,OR,ALLEMAGNE
17011,ROLEX,OYSTER-PERPETUAL-LADY-DATE,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,4551.0,42.0,26.0,10.0,ACIER,SAPHIR,PLIS,ACIER,GRANDE-BRETAGNE
17014,ROLEX,PRECISION,MANUEL,OR_JAUNE,CUIR,,Bon,FEMME,1150.0,36.0,16.0,,,PLASTIQUE,BOUCLE_ARDILLON,OR,ALLEMAGNE
17023,ROLEX,DATEJUST-31,AUTOMATIQUE,ACIER,ACIER,,État non spécifié,FEMME,15532.0,55.0,31.0,10.0,,SAPHIR,PLIS,OR,GRANDE-BRETAGNE
17032,ROLEX,LADY-DATEJUST,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,5900.0,48.0,26.0,10.0,ACIER,SAPHIR,PLIS,ACIER,ITALIE
17043,TUDOR,PRINCE-OYSTERDATE,AUTOMATIQUE,OR_ACIER,ACIER,,Satisfaisant,FEMME,1045.0,38.0,25.0,2.0,,SAPHIR,PLIS,OR,POLOGNE
17055,ROLEX,OYSTER-PERPETUAL-LADY-DATE,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,4650.0,42.0,26.0,10.0,ACIER,SAPHIR,PLIS,ACIER,ITALIE
17068,ROLEX,DATEJUST-31,AUTOMATIQUE,OR_JAUNE,CUIR,,Bon,FEMME,4688.0,42.0,31.0,10.0,,SAPHIR,FERMOIR_BIJOUX,OR,POLOGNE
17080,ROLEX,LADY-DATEJUST,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,4954.0,42.0,26.0,10.0,,SAPHIR,PLIS,OR,PAYS-BAS
17086,OMEGA,SEAMASTER,AUTOMATIQUE,ACIER,CUIR,,État non spécifié,HOMME,1495.0,42.0,34.0,,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,ALLEMAGNE
17087,ORIS,CARL-BRASHEAR,AUTOMATIQUE,BRONZE,CUIR,,État non spécifié,HOMME,2866.0,48.0,43.0,10.0,BRONZE,SAPHIR,BOUCLE_ARDILLON,BRONZE,ESPAGNE
17089,ROLEX,DAYTONA,AUTOMATIQUE,OR_ROSE,CAOUTCHOUC,,État non spécifié,HOMME,43271.0,72.0,40.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,GRANDE-BRETAGNE
17090,BLANCPAIN,LÉMAN-FLY-BACK,AUTOMATIQUE,ACIER,,,Satisfaisant,HOMME,1450.0,,350.0,,,,,,FRANCE
17091,AUDEMARS-PIGUET,ROYAL-OAK,AUTOMATIQUE,ACIER,ACIER,,État non spécifié,,8800.0,72.0,30.0,10.0,ACIER,SAPHIR,PLIS,ACIER,FRANCE
17092,ROLEX,SUBMARINER-DATE,AUTOMATIQUE,OR_ACIER,ACIER,,État non spécifié,HOMME,16400.0,70.0,41.0,30.0,,SAPHIR,PLIS,OR,FRANCE
17093,ROLEX,YACHT-MASTER-40,AUTOMATIQUE,OR_ROSE,CAOUTCHOUC,,État non spécifié,HOMME,24900.0,48.0,40.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,FRANCE
17094,TUDOR,PELAGOS,AUTOMATIQUE,TITANE,TEXTILE,,État non spécifié,HOMME,3650.0,70.0,42.0,20.0,CÉRAMIQUE,SAPHIR,BOUCLE_ARDILLON,CÉRAMIQUE,FRANCE
17095,ROLEX,DATEJUST-41,AUTOMATIQUE,ACIER,ACIER,,État non spécifié,HOMME,18196.0,70.0,41.0,10.0,ACIER,SAPHIR,PLIS,ACIER,GRANDE-BRETAGNE
17096,VACHERON-CONSTANTIN,OVERSEAS-DUAL-TIME,AUTOMATIQUE,ACIER,ACIER,,État non spécifié,HOMME,40767.0,60.0,41.0,15.0,ACIER,SAPHIR,PLIS,ACIER,GRANDE-BRETAGNE
17097,BULGARI,BULGARI,AUTOMATIQUE,ACIER,ACIER,,Neuf,HOMME,4200.0,,33.0,10.0,ALUMINIUM,SAPHIR,DOUBLE_PLIS,ACIER,ESPAGNE
17098,ROLEX,YACHT-MASTER-40,AUTOMATIQUE,OR_ACIER,ACIER,,État non spécifié,HOMME,20678.0,70.0,40.0,10.0,,SAPHIR,PLIS,OR,GRANDE-BRETAGNE
17099,ROLEX,DATEJUST-36,AUTOMATIQUE,ACIER,ACIER,,Neuf,HOMME,5100.0,40.0,36.0,10.0,ACIER,SAPHIR,PLIS,ACIER,FRANCE
17100,ORIENT,KAMASU,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,180.0,40.0,41.0,20.0,ACIER,SAPHIR,PLIS,ACIER,FRANCE
17102,CARTIER,SANTOS,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,HOMME,3690.0,42.0,29.0,10.0,,SAPHIR,PLIS,OR,FRANCE
17104,OMEGA,SEAMASTER,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,2037.0,42.0,34.0,,ACIER,SAPHIR,PLIS,ACIER,GRANDE-BRETAGNE
17105,ROLEX,DAYTONA,AUTOMATIQUE,PLATINE,PLATINE,,État non spécifié,HOMME,108000.0,72.0,40.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,FRANCE
17106,GRAND-SEIKO,ELEGANCE-COLLECTION,MANUEL,ACIER,CUIR,,Bon,HOMME,3200.0,72.0,37.0,3.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,FRANCE
17110,ROLEX,DATEJUST-36,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,5250.0,70.0,36.0,10.0,ACIER,SAPHIR,PLIS,ACIER,PAYS-BAS
17111,ROLEX,DATEJUST-41,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,11990.0,70.0,41.0,10.0,,SAPHIR,PLIS,OR,FRANCE
17112,CHANEL,BOY-FRIEND,MANUEL,OR_BLANC,,,État non spécifié,HOMME,14622.0,,26.0,30.0,,SAPHIR,BOUCLE_ARDILLON,OR,ALLEMAGNE
17113,ROLEX,YACHT-MASTER-40,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,17479.0,48.0,40.0,10.0,PLATINE,SAPHIR,PLIS,PLATINE,GRANDE-BRETAGNE
17115,ROLEX,DAYTONA,AUTOMATIQUE,PLATINE,PLATINE,,État non spécifié,HOMME,147175.0,72.0,40.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,GRANDE-BRETAGNE
17119,ROLEX,DATEJUST-41,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,11950.0,70.0,41.0,10.0,,SAPHIR,PLIS,OR,FRANCE
17121,BREITLING,TOP-TIME,AUTOMATIQUE,ACIER,CUIR,,État non spécifié,HOMME,6449.0,70.0,41.0,10.0,ACIER,SAPHIR,PLIS,ACIER,ALLEMAGNE
17122,TUDOR,BLACK-BAY-FIFTY-EIGHT,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,2459.0,70.0,39.0,20.0,ALUMINIUM,SAPHIR,PLIS,ALUMINIUM,UKRAINE
17125,OMEGA,CONSTELLATION,AUTOMATIQUE,OR_JAUNE,CUIR,,Bon,HOMME,2985.0,40.0,34.0,3.0,,MINÉRAL,BOUCLE_ARDILLON,OR,FRANCE
17126,CARTIER,SANTOS-GALBÉE,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,2554.0,,29.0,3.0,ACIER,SAPHIR,PLIS,ACIER,MOLDAVIE
17127,ROLEX,DAYTONA,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,32196.0,72.0,40.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,GRANDE-BRETAGNE
17128,FREDERIQUE-CONSTANT,MANUFACTURE-CLASSIC,AUTOMATIQUE,PLATINE,,,État non spécifié,HOMME,19200.0,50.0,40.0,5.0,PLATINE,SAPHIR,DOUBLE_PLIS,PLATINE,BELGIQUE
17135,ROLEX,GMT-MASTER-II,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,13400.0,48.0,40.0,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,FRANCE
17136,IWC,PORTUGUESE-HAND-WOUND,MANUEL,ACIER,,,Neuf,HOMME,13990.0,192.0,43.0,3.0,ACIER,SAPHIR,PLIS,ACIER,ALLEMAGNE
17138,OMEGA,SPEEDMASTER-REDUCED,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,3550.0,40.0,39.0,3.0,ACIER,SAPHIR,PLIS,ACIER,FRANCE
17142,ROLEX,DATEJUST-36,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,12954.0,48.0,36.0,10.0,,SAPHIR,PLIS,OR,GRANDE-BRETAGNE
17143,TUDOR,BLACK-BAY-CHRONO,AUTOMATIQUE,ACIER,ACIER,,État non spécifié,HOMME,16900.0,70.0,41.0,20.0,ACIER,SAPHIR,PLIS,ACIER,FRANCE
17145,CARTIER,SANTOS-GALBÉE,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,HOMME,4200.0,42.0,29.0,3.0,,SAPHIR,PLIS,OR,FRANCE
17147,ROLEX,SUBMARINER-DATE,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,8350.0,48.0,40.0,30.0,ACIER,SAPHIR,PLIS,ACIER,FRANCE
17149,OMEGA,SPEEDMASTER-PROFESSIONAL-MOONWATCH,MANUEL,ACIER,ACIER,,Bon,HOMME,6204.0,50.0,42.0,5.0,ACIER,SAPHIR,PLIS,ACIER,SUISSE
17150,ROLEX,DAY-DATE-40,AUTOMATIQUE,OR_BLANC,,,État non spécifié,HOMME,113443.0,70.0,40.0,10.0,,SAPHIR,PLIS,OR,GRANDE-BRETAGNE
17155,ROLEX,DATEJUST-36,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,HOMME,8043.0,42.0,36.0,10.0,,SAPHIR,PLIS,OR,GRANDE-BRETAGNE
17157,CARTIER,SANTOS-GALBÉE,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,2541.0,,29.0,3.0,ACIER,SAPHIR,PLIS,ACIER,MOLDAVIE
17161,BULGARI,DIAGONO,AUTOMATIQUE,ACIER,CAOUTCHOUC,,Bon,HOMME,820.0,42.0,39.0,20.0,ACIER,SAPHIR,PLIS,ACIER,FRANCE
17162,ROLEX,DATEJUST-36,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,HOMME,8417.0,42.0,36.0,10.0,,SAPHIR,PLIS,OR,GRANDE-BRETAGNE
17165,OMEGA,SEAMASTER-AQUA-TERRA,AUTOMATIQUE,ACIER,ACIER,,Bon,HOMME,3090.0,48.0,39.0,15.0,ACIER,SAPHIR,PLIS,ACIER,FRANCE
17167,OMEGA,SEAMASTER-DIVER-300-M,AUTOMATIQUE,,,,Bon,HOMME,2300.0,,,,,,,,FRANCE
