,marque,modele,mouvement,matiere_boitier,matiere_bracelet,annee_prod,etat,sexe,prix,reserve_de_marche,diametre,etencheite,matiere_lunette,matiere_verre,boucle,matiere_boucle,comptage_fonctions,pays
23913,CARTIER,ROADSTER,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,2650.0,42.0,37.0,10.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,1,ALLEMAGNE
23915,ROLEX,DATEJUST-31,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,6299.0,42.0,31.0,10.0,,SAPHIR,PLIS,OR,1,ALLEMAGNE
23916,ROLEX,DATEJUST-31,AUTOMATIQUE,OR_JAUNE,,,Bon,FEMME,14546.0,42.0,31.0,10.0,,SAPHIR,PLIS,OR,1,MALAISIE
23919,CERTINA,DS-ACTION,AUTOMATIQUE,ACIER,ACIER,,État non spécifié,FEMME,740.0,80.0,34.0,20.0,ALUMINIUM,SAPHIR,DOUBLE_PLIS,ACIER,1,BELGIQUE
23921,BREITLING,SUPEROCEAN-36,AUTOMATIQUE,ACIER,CAOUTCHOUC,,Bon,FEMME,2811.0,38.0,36.0,20.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,1,ÉTATS-UNIS
23922,ROLEX,LADY-DATEJUST,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,7742.0,55.0,28.0,10.0,,SAPHIR,PLIS,OR,1,ÉTATS-UNIS
23923,ROLEX,OYSTER-PERPETUAL-34,AUTOMATIQUE,ACIER,ACIER,,Neuf,FEMME,5500.0,48.0,34.0,10.0,ACIER,SAPHIR,PLIS,ACIER,0,FRANCE
23924,ROLEX,OYSTER-PERPETUAL-31,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,5621.0,55.0,31.0,10.0,ACIER,SAPHIR,PLIS,ACIER,5,ÉTATS-UNIS
23925,ROLEX,OYSTER-PERPETUAL-31,AUTOMATIQUE,ACIER,ACIER,,Neuf,FEMME,7167.0,55.0,31.0,10.0,ACIER,SAPHIR,PLIS,ACIER,0,ROYAUME-UNI
23926,ROLEX,OYSTER-PERPETUAL-LADY-DATE,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,4050.0,42.0,26.0,10.0,ACIER,SAPHIR,PLIS,ACIER,1,ALLEMAGNE
23927,ROLEX,DATEJUST-31,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,FEMME,6391.0,42.0,31.0,10.0,,SAPHIR,PLIS,OR,1,ROYAUME-UNI
23928,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,FEMME,4969.0,48.0,26.0,10.0,,SAPHIR,PLIS,OR,1,ÉTATS-UNIS
23929,ROLEX,OYSTER-PERPETUAL-31,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,7503.0,55.0,31.0,10.0,ACIER,SAPHIR,PLIS,ACIER,0,ÉTATS-UNIS
23930,ROLEX,OYSTER-PERPETUAL-26,AUTOMATIQUE,ACIER,ACIER,,Satisfaisant,FEMME,4142.0,42.0,26.0,10.0,ACIER,SAPHIR,PLIS,ACIER,1,FRANCE
23932,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,FEMME,3900.0,40.0,26.0,10.0,,SAPHIR,PLIS,OR,1,ESPAGNE
23933,ROLEX,LADY-DATEJUST,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,7435.0,55.0,28.0,10.0,,SAPHIR,PLIS,OR,1,ÉTATS-UNIS
23935,ROLEX,OYSTER-PERPETUAL,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,FEMME,1836.0,42.0,25.0,2.0,ACIER,SAPHIR,PLIS,ACIER,0,JAPON
23936,ROLEX,OYSTER-PERPETUAL,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,FEMME,4032.0,42.0,26.0,10.0,,SAPHIR,PLIS,OR,0,ÉTATS-UNIS
23938,CARTIER,SANTOS,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,FEMME,2890.0,42.0,24.0,,,SAPHIR,PLIS,OR,0,ALLEMAGNE
23939,ROLEX,DATEJUST-31,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,FEMME,8660.0,42.0,31.0,10.0,,SAPHIR,PLIS,OR,1,ROYAUME-UNI
23940,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,FEMME,4695.0,40.0,26.0,10.0,,SAPHIR,PLIS,OR,1,PAYS-BAS
23941,ROLEX,DATEJUST-31,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,FEMME,7250.0,42.0,31.0,10.0,,SAPHIR,PLIS,OR,1,PAYS-BAS
23942,TAG-HEUER,6000,AUTOMATIQUE,ACIER,CUIR,,Bon,FEMME,600.0,42.0,29.0,20.0,,SAPHIR,BOUCLE_ARDILLON,ACIER,1,FRANCE
23943,ROLEX,LADY-DATEJUST,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,4599.0,48.0,26.0,10.0,ACIER,SAPHIR,PLIS,ACIER,1,ÉTATS-UNIS
23945,ROLEX,DATEJUST-31,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,6150.0,42.0,31.0,10.0,ACIER,SAPHIR,PLIS,ACIER,1,ITALIE
23946,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,FEMME,8900.0,55.0,28.0,10.0,,SAPHIR,PLIS,OR,0,FRANCE
23947,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,FEMME,9550.0,55.0,28.0,10.0,,SAPHIR,PLIS,OR,1,ROYAUME-UNI
23950,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,FEMME,5316.0,40.0,26.0,10.0,,SAPHIR,PLIS,OR,1,ROYAUME-UNI
23951,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_JAUNE,,,Bon,FEMME,9496.0,42.0,26.0,10.0,,SAPHIR,PLIS,OR,1,ROYAUME-UNI
23954,AUDEMARS-PIGUET,ROYAL-OAK-LADY,AUTOMATIQUE,OR_JAUNE,,,Bon,FEMME,19990.0,36.0,29.0,5.0,,SAPHIR,PLIS,OR,0,ALLEMAGNE
23956,ROLEX,LADY-DATEJUST,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,4895.0,48.0,26.0,10.0,,SAPHIR,PLIS,OR,1,PAYS-BAS
23958,ZENITH,ELITE-ULTRA-THIN,AUTOMATIQUE,ACIER,CUIR,,Bon,FEMME,1858.0,50.0,33.0,3.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,0,ÉTATS-UNIS
23959,ROLEX,DATEJUST-31,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,6250.0,48.0,31.0,10.0,ACIER,SAPHIR,PLIS,ACIER,1,ITALIE
23960,CARTIER,TANK-LOUIS-CARTIER,MANUEL,OR_JAUNE,CUIR,,Bon,FEMME,4200.0,38.0,21.0,,,MINÉRAL,BOUCLE_ARDILLON,OR,2,ALLEMAGNE
23963,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,ACIER,,Satisfaisant,FEMME,5800.0,40.0,26.0,10.0,,SAPHIR,PLIS,OR,1,FRANCE
23964,ROLEX,DATEJUST-31,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,FEMME,7500.0,42.0,31.0,10.0,,SAPHIR,PLIS,OR,1,PAYS-BAS
23965,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,FEMME,4031.0,40.0,26.0,10.0,,SAPHIR,PLIS,OR,1,ÉTATS-UNIS
23968,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,FEMME,4517.0,40.0,26.0,10.0,,SAPHIR,PLIS,OR,1,SINGAPOUR
23969,ROLEX,LADY-DATEJUST,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,4299.0,42.0,26.0,10.0,,SAPHIR,PLIS,OR,1,ITALIE
23970,OMEGA,DE-VILLE,AUTOMATIQUE,OR_ACIER,,,Bon,FEMME,4677.0,45.0,17.0,3.0,ACIER,SAPHIR,PLIS,OR,0,BRÉSIL
23972,ROLEX,OYSTER-PERPETUAL-LADY-DATE,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,FEMME,2900.0,42.0,26.0,10.0,,SAPHIR,PLIS,OR,1,ALLEMAGNE
23973,ROLEX,DATEJUST-31,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,7150.0,42.0,31.0,10.0,,SAPHIR,PLIS,OR,1,PAYS-BAS
23974,ROLEX,OYSTER-PERPETUAL,AUTOMATIQUE,ACIER,ACIER,,Satisfaisant,FEMME,1123.0,42.0,25.0,2.0,ACIER,SAPHIR,PLIS,ACIER,0,JAPON
23975,ROLEX,OYSTER-PERPETUAL-26,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,2246.0,42.0,26.0,10.0,ACIER,SAPHIR,PLIS,ACIER,1,JAPON
23977,ROLEX,DATEJUST-31,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,5490.0,48.0,31.0,10.0,,SAPHIR,PLIS,OR,1,ITALIE
23978,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_JAUNE,,,Bon,FEMME,8900.0,55.0,28.0,10.0,,SAPHIR,PLIS,OR,1,ALLEMAGNE
23979,BREITLING,SUPEROCEAN-II-36,AUTOMATIQUE,ACIER,CAOUTCHOUC,,Bon,FEMME,2390.0,38.0,36.0,20.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,3,ALLEMAGNE
23980,ROLEX,LADY-DATEJUST,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,4772.0,42.0,26.0,10.0,,SAPHIR,PLIS,OR,1,ROYAUME-UNI
23982,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,FEMME,6000.0,40.0,26.0,10.0,,SAPHIR,PLIS,OR,1,BELGIQUE
23983,BREGUET,CLASSIQUE,MANUEL,OR_JAUNE,CUIR,,Bon,FEMME,6500.0,,26.0,,,SAPHIR,BOUCLE_ARDILLON,OR,0,ALLEMAGNE
23984,OMEGA,SEAMASTER,AUTOMATIQUE,OR_ACIER,CUIR,,Bon,FEMME,795.0,40.0,27.0,,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,1,PAYS-BAS
23985,OMEGA,DE-VILLE-LADYMATIC,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,3800.0,50.0,34.0,10.0,ACIER,SAPHIR,PLIS,ACIER,1,ALLEMAGNE
23986,ROLEX,LADY-DATEJUST-PEARLMASTER,AUTOMATIQUE,OR_JAUNE,,,Bon,FEMME,17990.0,48.0,29.0,10.0,,SAPHIR,PLIS,OR,1,ALLEMAGNE
23987,ROLEX,DATEJUST-31,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,FEMME,6790.0,42.0,31.0,10.0,,SAPHIR,PLIS,OR,1,ITALIE
23988,ROLEX,OYSTER-PERPETUAL-31,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,6804.0,55.0,31.0,10.0,ACIER,SAPHIR,PLIS,ACIER,0,ÉTATS-UNIS
23990,ROLEX,OYSTER-PERPETUAL-31,AUTOMATIQUE,ACIER,ACIER,,Neuf,FEMME,9853.0,55.0,31.0,10.0,ACIER,SAPHIR,PLIS,ACIER,0,JAPON
23991,CARTIER,SANTOS,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,FEMME,2380.0,42.0,25.0,10.0,,SAPHIR,PLIS,OR,2,ALLEMAGNE
23992,ROLEX,DATEJUST-31,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,FEMME,12250.0,55.0,31.0,10.0,,SAPHIR,PLIS,OR,1,ALLEMAGNE
23993,JAEGER-LECOULTRE,REVERSO-DAME,MANUEL,ACIER,CUIR,,Bon,FEMME,2999.0,,20.0,,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,0,ITALIE
23994,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_JAUNE,,,Bon,FEMME,8250.0,42.0,26.0,10.0,,SAPHIR,PLIS,OR,1,ITALIE
23996,ROLEX,OYSTER-PERPETUAL-31,AUTOMATIQUE,ACIER,ACIER,,Neuf,FEMME,6568.0,55.0,31.0,10.0,ACIER,SAPHIR,PLIS,ACIER,0,ÉTATS-UNIS
23997,CARTIER,TANK-DIVAN,MANUEL,ACIER,CUIR,,Bon,FEMME,2288.0,,38.0,3.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,0,SUISSE
23999,ROLEX,OYSTER-PERPETUAL-LADY-DATE,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,FEMME,2200.0,42.0,26.0,,,SAPHIR,PLIS,OR,1,ALLEMAGNE
24000,JAEGER-LECOULTRE,MASTER-ULTRA-THIN-MOON,AUTOMATIQUE,ACIER,,,Bon,FEMME,7625.0,45.0,34.0,5.0,ACIER,SAPHIR,PLIS,ACIER,1,SUISSE
24001,ROLEX,DATEJUST-31,AUTOMATIQUE,OR_ACIER,ACIER,,État non spécifié,FEMME,15016.0,55.0,31.0,10.0,,SAPHIR,PLIS,OR,1,ÉTATS-UNIS
24002,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,FEMME,4349.0,40.0,26.0,10.0,,SAPHIR,PLIS,OR,1,AFRIQUE_DU_SUD
24003,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_JAUNE,CUIR,,Bon,FEMME,5847.0,42.0,26.0,10.0,,SAPHIR,BOUCLE_ARDILLON,OR,1,ROYAUME-UNI
24005,AUDEMARS-PIGUET,ROYAL-OAK,AUTOMATIQUE,ACIER,ACIER,,Satisfaisant,FEMME,8300.0,70.0,29.0,5.0,ACIER,SAPHIR,PLIS,ACIER,0,ALLEMAGNE
24006,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,FEMME,4950.0,48.0,26.0,10.0,,SAPHIR,PLIS,OR,1,PAYS-BAS
24007,ROLEX,DATEJUST-31,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,7700.0,48.0,31.0,10.0,,SAPHIR,PLIS,OR,1,ITALIE
24008,ROLEX,OYSTER-PERPETUAL-31,AUTOMATIQUE,ACIER,ACIER,,Neuf,FEMME,9300.0,55.0,31.0,10.0,ACIER,SAPHIR,PLIS,ACIER,0,ESPAGNE
24009,TUDOR,PRINCE-OYSTERDATE,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,640.0,38.0,26.0,2.0,,SAPHIR,BOUCLE_ARDILLON,OR,0,BULGARIE
24011,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_JAUNE,,,Bon,FEMME,9800.0,42.0,26.0,10.0,,SAPHIR,PLIS,OR,1,ITALIE
24013,ROLEX,LADY-DATEJUST,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,7207.0,48.0,26.0,10.0,,SAPHIR,PLIS,OR,1,ÉTATS-UNIS
24014,CARTIER,TANK,MANUEL,ARGENT,CUIR,,Bon,FEMME,1476.0,40.0,23.0,,ARGENT,MINÉRAL,BOUCLE_ARDILLON,ARGENT,0,ITALIE
24017,ROLEX,LADY-DATEJUST,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,3370.0,40.0,26.0,10.0,,SAPHIR,PLIS,OR,1,HONG_KONG
24018,TUDOR,PRINCE-OYSTERDATE,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,FEMME,1900.0,38.0,25.0,,,SAPHIR,PLIS,OR,0,ITALIE
24019,RADO,HYPERCHROME-CAPTAIN-COOK,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,,80.0,28.0,1.0,CÉRAMIQUE,SAPHIR,PLIS,ACIER,2,ARGENTINE
24020,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_JAUNE,,,Neuf,FEMME,14800.0,48.0,26.0,10.0,,SAPHIR,PLIS,OR,1,PAYS-BAS
24021,ROLEX,LADY-DATEJUST,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,4818.0,48.0,26.0,10.0,,SAPHIR,PLIS,OR,1,JAPON
24023,ROLEX,LADY-DATEJUST,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,3936.0,42.0,26.0,10.0,,SAPHIR,PLIS,OR,1,ROYAUME-UNI
24024,ROLEX,OYSTER-PERPETUAL-31,AUTOMATIQUE,ACIER,ACIER,,État non spécifié,FEMME,9250.0,55.0,31.0,10.0,ACIER,SAPHIR,PLIS,ACIER,0,PAYS-BAS
24025,ROLEX,LADY-DATEJUST-PEARLMASTER,AUTOMATIQUE,OR_BLANC,,,Bon,FEMME,13200.0,48.0,29.0,10.0,,SAPHIR,PLIS,OR,1,FRANCE
24026,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,TITANE,,Bon,FEMME,1900.0,42.0,26.0,10.0,,SAPHIR,PLIS,OR,1,ITALIE
24028,ROLEX,DATEJUST-36,AUTOMATIQUE,ACIER,ACIER,,Neuf,FEMME,7900.0,48.0,36.0,10.0,,SAPHIR,PLIS,OR,1,TURQUIE
24030,ROLEX,DATEJUST-31,AUTOMATIQUE,OR_JAUNE,,,Bon,FEMME,11500.0,42.0,31.0,10.0,,SAPHIR,PLIS,OR,1,ITALIE
24031,JAEGER-LECOULTRE,REVERSO-DUETTO,MANUEL,ACIER,ACIER,,Bon,FEMME,6400.0,,21.0,3.0,ACIER,SAPHIR,PLIS,ACIER,0,FRANCE
24032,CARTIER,SANTOS-GALBÉE,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,FEMME,5990.0,42.0,24.0,,,SAPHIR,PLIS,OR,0,ALLEMAGNE
24033,ROLEX,DATEJUST-31,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,FEMME,9900.0,48.0,31.0,10.0,,SAPHIR,PLIS,OR,1,ITALIE
24034,ROLEX,OYSTER-PERPETUAL-26,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,FEMME,4450.0,42.0,24.0,10.0,,SAPHIR,PLIS,OR,0,ALLEMAGNE
24035,PATEK-PHILIPPE,NAUTILUS,AUTOMATIQUE,OR_ROSE,,,Neuf,FEMME,79000.0,45.0,35.0,6.0,,SAPHIR,PLIS,OR,1,ALLEMAGNE
24037,ROLEX,LADY-DATEJUST,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,2745.0,42.0,26.0,10.0,,SAPHIR,PLIS,OR,1,PORTUGAL
24038,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,FEMME,3300.0,42.0,26.0,10.0,,SAPHIR,PLIS,OR,1,ALLEMAGNE
24039,ROLEX,OYSTER-PERPETUAL-LADY-DATE,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,3519.0,42.0,26.0,10.0,,SAPHIR,PLIS,OR,1,ÉTATS-UNIS
24040,OMEGA,SEAMASTER-PLANET-OCEAN,AUTOMATIQUE,ACIER,CUIR,,Bon,FEMME,4487.0,50.0,37.0,60.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,1,POLOGNE
24042,OMEGA,CONSTELLATION,AUTOMATIQUE,OR_ACIER,ACIER,,Neuf,FEMME,6950.0,50.0,29.0,5.0,ACIER,SAPHIR,PLIS,ACIER,1,ALLEMAGNE
24043,CARTIER,SANTOS,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,FEMME,2628.0,42.0,24.0,,,SAPHIR,PLIS,OR,0,ÉTATS-UNIS
24044,ROLEX,DATEJUST-31,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,9246.0,55.0,31.0,10.0,ACIER,SAPHIR,PLIS,ACIER,1,FRANCE
24045,ROLEX,OYSTER-PERPETUAL-36,AUTOMATIQUE,ACIER,ACIER,,Neuf,FEMME,8900.0,70.0,36.0,10.0,ACIER,SAPHIR,PLIS,ACIER,0,ITALIE
24046,ROLEX,DATEJUST,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,9901.0,42.0,31.0,10.0,,SAPHIR,DOUBLE_PLIS,OR,1,ÉTATS-UNIS
24047,ROLEX,DATEJUST-31,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,FEMME,5865.0,42.0,31.0,10.0,,SAPHIR,PLIS,OR,1,ÉTATS-UNIS
24048,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_JAUNE,,,Bon,FEMME,5900.0,42.0,26.0,10.0,,SAPHIR,PLIS,OR,1,FRANCE
24050,CARTIER,SANTOS,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,FEMME,2200.0,42.0,25.0,10.0,,SAPHIR,PLIS,OR,0,FRANCE
24051,PATEK-PHILIPPE,CALATRAVA,MANUEL,OR_JAUNE,,,Bon,FEMME,9599.0,44.0,25.0,3.0,,SAPHIR,BOUCLE_ARDILLON,OR,0,ALLEMAGNE
24052,ROLEX,DATEJUST-31,AUTOMATIQUE,OR_ACIER,ACIER,,État non spécifié,FEMME,15990.0,55.0,31.0,10.0,,SAPHIR,PLIS,OR,1,ALLEMAGNE
24053,ROLEX,OYSTER-PERPETUAL-34,AUTOMATIQUE,ACIER,ACIER,,Neuf,FEMME,6401.0,55.0,34.0,10.0,ACIER,SAPHIR,PLIS,ACIER,0,CORÉE
24054,MAURICE-LACROIX,AIKON,AUTOMATIQUE,ACIER,ACIER,,Neuf,FEMME,2000.0,38.0,35.0,20.0,BRONZE,SAPHIR,PLIS,ACIER,2,ALLEMAGNE
24056,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,FEMME,4520.0,40.0,26.0,10.0,,SAPHIR,PLIS,OR,1,FINLANDE
24057,MAURICE-LACROIX,LES-CLASSIQUES-TRADITION,AUTOMATIQUE,ACIER,CUIR,,Neuf,FEMME,790.0,,28.0,3.0,,SAPHIR,BOUCLE_ARDILLON,ACIER,1,ITALIE
24058,ROLEX,OYSTER-PERPETUAL,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,1895.0,42.0,24.0,2.0,ACIER,SAPHIR,PLIS,ACIER,0,JAPON
24060,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,FEMME,10745.0,48.0,31.0,10.0,,SAPHIR,PLIS,OR,1,ROYAUME-UNI
24062,ROLEX,DATEJUST-31,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,7315.0,48.0,31.0,10.0,,SAPHIR,PLIS,OR,1,ÉTATS-UNIS
24063,ROLEX,OYSTER-PERPETUAL-31,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,3942.0,48.0,31.0,10.0,ACIER,SAPHIR,PLIS,ACIER,1,ÉTATS-UNIS
24064,TUDOR,ROYAL,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,2100.0,38.0,34.0,10.0,ACIER,SAPHIR,PLIS,ACIER,1,ALLEMAGNE
24065,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_JAUNE,ACIER,,Neuf,FEMME,3650.0,42.0,26.0,10.0,,SAPHIR,PLIS,OR,1,ALLEMAGNE
24066,CARTIER,TORTUE,MANUEL,OR_JAUNE,,,Bon,FEMME,6500.0,,28.0,,,MINÉRAL,BOUCLE_ARDILLON,OR,1,ITALIE
24068,ROLEX,LADY-DATEJUST,MANUEL,OR_ACIER,ACIER,,Bon,FEMME,4038.0,40.0,26.0,10.0,,SAPHIR,PLIS,OR,1,SUÈDE
24069,ROLEX,LADY-DATEJUST,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,5200.0,42.0,26.0,10.0,,SAPHIR,PLIS,OR,1,ALLEMAGNE
24070,ROLEX,YACHT-MASTER-37,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,10900.0,55.0,37.0,10.0,PLATINE,SAPHIR,PLIS,PLATINE,1,ALLEMAGNE
24071,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_JAUNE,CUIR,,Bon,FEMME,3899.0,48.0,26.0,10.0,,SAPHIR,BOUCLE_ARDILLON,OR,1,ALLEMAGNE
24072,ROLEX,DATEJUST-31,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,6450.0,48.0,31.0,10.0,ACIER,SAPHIR,PLIS,ACIER,1,ITALIE
24074,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,FEMME,4242.0,48.0,26.0,10.0,,SAPHIR,PLIS,OR,1,SINGAPOUR
24075,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,FEMME,10990.0,48.0,31.0,10.0,,SAPHIR,PLIS,OR,1,ROYAUME-UNI
24076,ROLEX,DATEJUST-31,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,5900.0,48.0,31.0,10.0,,SAPHIR,PLIS,OR,1,ALLEMAGNE
24077,ROLEX,OYSTER-PERPETUAL,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,3390.0,42.0,24.0,10.0,ACIER,SAPHIR,PLIS,ACIER,0,ALLEMAGNE
24078,CARTIER,BALLON-BLEU-33MM,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,4049.0,40.0,33.0,3.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,0,ROYAUME-UNI
24080,CARTIER,BAIGNOIRE,MANUEL,OR_JAUNE,,,Bon,FEMME,8900.0,,20.0,,,SAPHIR,BOUCLE_ARDILLON,OR,0,FRANCE
24081,SEIKO,PRESAGE,AUTOMATIQUE,ACIER,ACIER,,Neuf,FEMME,,41.0,33.0,5.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,1,RÉPUBLIQUE_TCHEQUE
24083,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,FEMME,5300.0,40.0,26.0,10.0,,SAPHIR,PLIS,OR,1,ITALIE
24084,ROLEX,LADY-DATEJUST,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,4499.0,48.0,26.0,5.0,,SAPHIR,PLIS,OR,1,LITUANIE
24086,ROLEX,LADY-DATEJUST,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,3500.0,48.0,26.0,10.0,ACIER,SAPHIR,PLIS,ACIER,1,ITALIE
24087,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,FEMME,5450.0,40.0,26.0,10.0,,SAPHIR,PLIS,OR,1,PAYS-BAS
24088,ROLEX,OYSTER-PERPETUAL-31,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,8258.0,55.0,31.0,10.0,ACIER,SAPHIR,PLIS,ACIER,0,ÉTATS-UNIS
24089,EBEL,WAVE,MANUEL,OR_ACIER,ACIER,,Neuf,FEMME,1196.0,,,,,,DOUBLE_PLIS,ACIER,0,INDE
24090,ROLEX,OYSTER-PERPETUAL-31,AUTOMATIQUE,ACIER,ACIER,,Neuf,FEMME,9550.0,55.0,31.0,10.0,ACIER,SAPHIR,PLIS,ACIER,0,ROYAUME-UNI
24091,ROLEX,DATEJUST-31,AUTOMATIQUE,OR_ACIER,ACIER,,Neuf,FEMME,22300.0,55.0,31.0,10.0,,SAPHIR,PLIS,OR,1,AUTRICHE
24092,ROLEX,LADY-DATEJUST,AUTOMATIQUE,OR_ACIER,ACIER,,Bon,FEMME,4242.0,40.0,26.0,10.0,,SAPHIR,PLIS,OR,1,SINGAPOUR
24093,ROLEX,DATEJUST-31,AUTOMATIQUE,ACIER,ACIER,,Bon,FEMME,7790.0,48.0,31.0,10.0,,SAPHIR,PLIS,OR,1,ALLEMAGNE
